date,signal,price,stop_loss,ticker
2018-03-02 12:00:00,Short,2.65e-05,2.677e-05,ADA/BTC
2018-03-02 14:00:00,Long,11049.85,10770.0,BTC/USD
2018-03-02 14:00:00,Short,8.152999999999999e-05,8.273e-05,XRP/BTC
2018-03-03 15:00:00,Long,11410.02,11260.51,BTC/USD
2018-03-03 18:00:00,Long,11409.0,11268.0,BTC/USD
2018-03-04 13:00:00,Short,0.0006860699999999999,0.00070678,EOS/BTC
2018-03-04 14:00:00,Short,0.018514280723207262,0.018830104469064125,LTC/BTC
2018-03-04 14:00:00,Short,0.0755524499956328,0.07736313073718608,ETH/BTC
2018-03-05 11:00:00,Short,0.01825922746781116,0.01884498480243161,LTC/BTC
2018-03-06 02:00:00,Long,2.616e-05,2.514e-05,ADA/BTC
2018-03-06 06:00:00,Short,8.444000000000001e-05,8.711e-05,XRP/BTC
2018-03-06 06:00:00,Short,2.576e-05,2.658e-05,ADA/BTC
2018-03-07 19:00:00,Short,0.00064503,0.0006542000000000001,EOS/BTC
2018-03-07 20:00:00,Short,0.0006435799999999999,0.0006542000000000001,EOS/BTC
2018-03-07 22:00:00,Short,0.00064658,0.00065472,EOS/BTC
2018-03-08 11:00:00,Long,8.722e-05,8.521e-05,XRP/BTC
2018-03-08 20:00:00,Long,8.643000000000001e-05,8.527e-05,XRP/BTC
2018-03-08 22:00:00,Long,8.788e-05,8.548e-05,XRP/BTC
2018-03-09 05:00:00,Long,8.715e-05,8.548e-05,XRP/BTC
2018-03-10 04:00:00,Long,0.07818619582664528,0.0772465378048298,ETH/BTC
2018-03-10 11:00:00,Long,0.000655,0.00064154,EOS/BTC
2018-03-12 23:00:00,Short,8.430000000000003e-05,8.695e-05,XRP/BTC
2018-03-13 00:00:00,Short,706.33,713.76,ETH/USD
2018-03-13 06:00:00,Short,8.499e-05,8.6e-05,XRP/BTC
2018-03-13 17:00:00,Short,8.465e-05,8.575e-05,XRP/BTC
2018-03-13 23:00:00,Short,0.07553753074638833,0.07626276258209841,ETH/BTC
2018-03-14 00:00:00,Short,0.07559672131147542,0.07691630537643875,ETH/BTC
2018-03-14 02:00:00,Short,9114.5,9333.78,BTC/USD
2018-03-14 03:00:00,Long,0.0006350500000000001,0.0006287999999999999,EOS/BTC
2018-03-14 05:00:00,Long,0.0006402099999999999,0.0006278600000000003,EOS/BTC
2018-03-14 07:00:00,Short,8.44e-05,8.609e-05,XRP/BTC
2018-03-14 08:00:00,Long,2.404e-05,2.368e-05,ADA/BTC
2018-03-14 09:00:00,Short,0.07499573106512504,0.07793676987394949,ETH/BTC
2018-03-16 02:00:00,Short,8190.07,8363.21,BTC/USD
2018-03-16 04:00:00,Short,597.47,614.9,ETH/USD
2018-03-16 13:00:00,Short,0.00061337,0.00062093,EOS/BTC
2018-03-17 01:00:00,Short,0.0006083999999999999,0.0006190000000000001,EOS/BTC
2018-03-17 02:00:00,Short,8.170000000000001e-05,8.292e-05,XRP/BTC
2018-03-17 10:00:00,Short,0.00060368,0.0006156000000000001,EOS/BTC
2018-03-17 11:00:00,Short,0.07217064991211944,0.07446537060294471,ETH/BTC
2018-03-20 04:00:00,Long,2.136e-05,2.113e-05,ADA/BTC
2018-03-20 06:00:00,Long,8539.0,8280.0,BTC/USD
2018-03-21 09:00:00,Long,0.0006862900000000001,0.00066199,EOS/BTC
2018-03-21 20:00:00,Long,9049.96,8750.6,BTC/USD
2018-03-22 02:00:00,Long,565.99,550.64,ETH/USD
2018-03-22 14:00:00,Short,0.018777286982486256,0.01938643211561512,LTC/BTC
2018-03-24 08:00:00,Long,541.54,524.13,ETH/USD
2018-03-25 06:00:00,Short,0.00076599,0.000779,EOS/BTC
2018-03-25 08:00:00,Short,0.018620327102803737,0.018904368358913813,LTC/BTC
2018-03-25 09:00:00,Short,8480.0,8592.59,BTC/USD
2018-03-25 09:00:00,Long,7.4e-05,7.325e-05,XRP/BTC
2018-03-25 11:00:00,Short,2.142e-05,2.176e-05,ADA/BTC
2018-03-25 11:00:00,Short,8529.0,8643.0,BTC/USD
2018-03-25 11:00:00,Long,7.436e-05,7.337e-05,XRP/BTC
2018-03-25 21:00:00,Short,2.124e-05,2.1899999999999997e-05,ADA/BTC
2018-03-26 02:00:00,Short,0.00075014,0.0007674499999999997,EOS/BTC
2018-03-27 16:00:00,Short,7970.17,8150.17,BTC/USD
2018-03-28 10:00:00,Short,7880.01,8109.0,BTC/USD
2018-03-28 14:00:00,Short,7899.99,8109.0,BTC/USD
2018-03-28 19:00:00,Short,7885.87,8042.64,BTC/USD
2018-03-28 20:00:00,Long,0.0007821299999999999,0.00076258,EOS/BTC
2018-03-28 20:00:00,Short,7910.01,8009.0,BTC/USD
2018-03-29 01:00:00,Long,0.0007855000000000001,0.0007667500000000001,EOS/BTC
2018-03-29 06:00:00,Long,0.00078305,0.0007667500000000001,EOS/BTC
2018-03-30 23:00:00,Long,0.0008695100000000001,0.00086015,EOS/BTC
2018-03-31 00:00:00,Long,0.00087457,0.00085932,EOS/BTC
2018-04-01 16:00:00,Short,376.73,388.0,ETH/USD
2018-04-01 16:00:00,Short,0.016803534800285253,0.017269200930954232,LTC/BTC
2018-04-02 06:00:00,Short,0.0008145499999999997,0.0008280000000000001,EOS/BTC
2018-04-02 06:00:00,Short,7.014000000000003e-05,7.099999999999999e-05,XRP/BTC
2018-04-02 12:00:00,Short,0.05499227065182975,0.05647263249348392,ETH/BTC
2018-04-02 13:00:00,Short,6.974000000000002e-05,7.099999999999999e-05,XRP/BTC
2018-04-02 15:00:00,Long,6981.36,6873.32,BTC/USD
2018-04-02 17:00:00,Long,7056.0,6873.32,BTC/USD
2018-04-02 22:00:00,Short,0.0008116599999999997,0.00082598,EOS/BTC
2018-04-02 22:00:00,Short,6.937000000000001e-05,7.082e-05,XRP/BTC
2018-04-03 10:00:00,Long,2.205e-05,2.15e-05,ADA/BTC
2018-04-04 01:00:00,Short,0.00080618,0.0008272000000000004,EOS/BTC
2018-04-04 14:00:00,Long,7.237e-05,7.059e-05,XRP/BTC
2018-04-05 11:00:00,Short,374.22,387.03,ETH/USD
2018-04-05 14:00:00,Long,0.05593297403291761,0.054448226996085716,ETH/BTC
2018-04-05 17:00:00,Short,6770.76,6899.0,BTC/USD
2018-04-05 23:00:00,Short,2.13e-05,2.185e-05,ADA/BTC
2018-04-06 05:00:00,Short,2.142e-05,2.179e-05,ADA/BTC
2018-04-06 14:00:00,Long,0.05604478483943955,0.054940909090909096,ETH/BTC
2018-04-06 20:00:00,Short,2.141e-05,2.185e-05,ADA/BTC
2018-04-07 01:00:00,Short,0.0171326674514283,0.017415812591508054,LTC/BTC
2018-04-07 03:00:00,Short,7.049e-05,7.189e-05,XRP/BTC
2018-04-07 12:00:00,Short,0.055553408314974434,0.05618567251461988,ETH/BTC
2018-04-08 04:00:00,Long,6994.15,6850.01,BTC/USD
2018-04-08 15:00:00,Long,6992.0,6937.03,BTC/USD
2018-04-08 17:00:00,Long,7018.0,6937.03,BTC/USD
2018-04-08 22:00:00,Short,0.0008435099999999999,0.00085683,EOS/BTC
2018-04-09 03:00:00,Long,7.099999999999999e-05,7.046e-05,XRP/BTC
2018-04-09 14:00:00,Long,0.016964244223957405,0.016704352741661956,LTC/BTC
2018-04-09 16:00:00,Long,0.01708352009562229,0.016799110452186804,LTC/BTC
2018-04-09 21:00:00,Long,0.05890270261533466,0.05794135685978486,ETH/BTC
2018-04-09 23:00:00,Long,0.05924774257683521,0.05794135685978486,ETH/BTC
2018-04-10 01:00:00,Short,6715.51,6820.0,BTC/USD
2018-04-10 04:00:00,Short,6730.02,6820.0,BTC/USD
2018-04-10 04:00:00,Short,394.26,404.07,ETH/USD
2018-04-10 04:00:00,Long,0.0008660199999999997,0.0008539999999999999,EOS/BTC
2018-04-10 08:00:00,Long,7.166e-05,7.089999999999999e-05,XRP/BTC
2018-04-10 08:00:00,Long,0.059062823355506285,0.05811432813659985,ETH/BTC
2018-04-10 15:00:00,Long,7.174e-05,7.089999999999999e-05,XRP/BTC
2018-04-10 16:00:00,Long,7.176e-05,7.112e-05,XRP/BTC
2018-04-11 05:00:00,Long,6851.97,6787.0,BTC/USD
2018-04-11 06:00:00,Long,6855.0,6787.0,BTC/USD
2018-04-14 12:00:00,Long,8028.0,7849.46,BTC/USD
2018-04-14 13:00:00,Long,8022.0,7849.46,BTC/USD
2018-04-15 09:00:00,Short,0.015763017851291236,0.015989326487041856,LTC/BTC
2018-04-15 10:00:00,Long,0.06323447524512771,0.06145498199279713,ETH/BTC
2018-04-15 11:00:00,Long,0.06347951807228916,0.06145498199279713,ETH/BTC
2018-04-16 02:00:00,Long,0.06352109211659082,0.062424983343366464,ETH/BTC
2018-04-16 13:00:00,Long,8.184e-05,8.051e-05,XRP/BTC
2018-04-17 22:00:00,Long,0.01700420714836199,0.01659029663198054,LTC/BTC
2018-04-18 03:00:00,Long,0.01699206995542516,0.01652676923076923,LTC/BTC
2018-04-18 08:00:00,Long,0.06383712775580204,0.062040615384615375,ETH/BTC
2018-04-18 09:00:00,Long,0.06380410307730798,0.062040615384615375,ETH/BTC
2018-04-18 11:00:00,Long,3.128e-05,3.046e-05,ADA/BTC
2018-04-18 12:00:00,Long,0.017073621901590823,0.016685961427738347,LTC/BTC
2018-04-18 13:00:00,Long,0.0010827999999999999,0.00107,EOS/BTC
2018-04-18 15:00:00,Long,0.06405537260641543,0.06290585266199894,ETH/BTC
2018-04-19 04:00:00,Long,0.0011101,0.001092,EOS/BTC
2018-04-19 05:00:00,Long,0.0011082000000000002,0.0010889999999999997,EOS/BTC
2018-04-19 06:00:00,Long,8.755e-05,8.607e-05,XRP/BTC
2018-04-19 08:00:00,Long,8.898000000000002e-05,8.607e-05,XRP/BTC
2018-04-19 08:00:00,Long,0.017255226932783474,0.016858444226566027,LTC/BTC
2018-04-21 06:00:00,Long,8755.01,8630.0,BTC/USD
2018-04-21 17:00:00,Long,8915.31,8680.0,BTC/USD
2018-04-22 17:00:00,Short,3.204e-05,3.302000000000001e-05,ADA/BTC
2018-04-22 21:00:00,Long,0.0013047999999999998,0.001277,EOS/BTC
2018-04-23 03:00:00,Long,0.0012981,0.001277,EOS/BTC
2018-04-23 14:00:00,Long,8924.11,8831.0,BTC/USD
2018-04-23 15:00:00,Long,8922.0,8800.6,BTC/USD
2018-04-23 16:00:00,Long,0.07202338111349528,0.07104349901558811,ETH/BTC
2018-04-23 17:00:00,Long,0.07220609782169485,0.07104349901558811,ETH/BTC
2018-04-25 13:00:00,Short,3.065e-05,3.1e-05,ADA/BTC
2018-04-25 21:00:00,Short,3.0460000000000007e-05,3.146e-05,ADA/BTC
2018-04-26 19:00:00,Short,0.016440053319091846,0.016788042086837655,LTC/BTC
2018-04-27 05:00:00,Long,3.146e-05,3.1e-05,ADA/BTC
2018-04-27 23:00:00,Long,0.07289876468848785,0.07089369608140189,ETH/BTC
2018-04-28 00:00:00,Long,0.0732421480667421,0.07089369608140189,ETH/BTC
2018-04-28 12:00:00,Short,0.016239782248480383,0.01645362162255048,LTC/BTC
2018-04-29 17:00:00,Long,9419.0,9205.0,BTC/USD
2018-04-29 17:00:00,Long,9.217e-05,9.048e-05,XRP/BTC
2018-04-29 17:00:00,Long,690.85,669.0,ETH/USD
2018-04-29 17:00:00,Long,0.07334642743391018,0.07193569131832797,ETH/BTC
2018-04-30 02:00:00,Long,684.98,675.5,ETH/USD
2018-04-30 04:00:00,Long,689.66,673.18,ETH/USD
2018-04-30 16:00:00,Short,9186.02,9369.18,BTC/USD
2018-05-01 11:00:00,Short,0.016137931034482758,0.016372491606372302,LTC/BTC
2018-05-02 03:00:00,Long,3.891e-05,3.819e-05,ADA/BTC
2018-05-02 09:00:00,Long,0.0020369,0.0020065,EOS/BTC
2018-05-02 19:00:00,Long,0.07517494450204604,0.07344236895705307,ETH/BTC
2018-05-03 04:00:00,Long,0.01646385963544543,0.01633538237335484,LTC/BTC
2018-05-04 15:00:00,Long,9748.75,9570.1,BTC/USD
2018-05-04 16:00:00,Short,3.707e-05,3.797e-05,ADA/BTC
2018-05-04 16:00:00,Long,794.0,762.6,ETH/USD
2018-05-04 19:00:00,Long,9.221e-05,9.103e-05,XRP/BTC
2018-05-04 21:00:00,Long,0.08192001888036197,0.07912576211635837,ETH/BTC
2018-05-05 03:00:00,Short,3.682000000000001e-05,3.765e-05,ADA/BTC
2018-05-05 17:00:00,Long,0.08307988645579886,0.08137439181137172,ETH/BTC
2018-05-05 18:00:00,Long,831.1,799.61,ETH/USD
2018-05-05 19:00:00,Long,9955.0,9730.01,BTC/USD
2018-05-05 19:00:00,Short,3.627e-05,3.771e-05,ADA/BTC
2018-05-06 16:00:00,Short,3.583e-05,3.626e-05,ADA/BTC
2018-05-06 17:00:00,Short,3.5799999999999996e-05,3.626e-05,ADA/BTC
2018-05-06 23:00:00,Long,0.0018132,0.0017663000000000004,EOS/BTC
2018-05-07 01:00:00,Long,0.0018278,0.0017663000000000004,EOS/BTC
2018-05-08 03:00:00,Short,9310.0,9475.7,BTC/USD
2018-05-08 04:00:00,Short,8.761e-05,8.950000000000001e-05,XRP/BTC
2018-05-08 04:00:00,Short,9295.0,9475.7,BTC/USD
2018-05-09 12:00:00,Short,3.4200000000000005e-05,3.465e-05,ADA/BTC
2018-05-09 14:00:00,Short,0.01697736459262631,0.01722422537336761,LTC/BTC
2018-05-09 16:00:00,Short,0.016904666864105966,0.01722422537336761,LTC/BTC
2018-05-09 18:00:00,Short,8.540000000000003e-05,8.723e-05,XRP/BTC
2018-05-09 21:00:00,Short,3.364e-05,3.456e-05,ADA/BTC
2018-05-10 03:00:00,Short,0.01687276336419971,0.01728249194414608,LTC/BTC
2018-05-10 13:00:00,Short,8.478e-05,8.58e-05,XRP/BTC
2018-05-10 21:00:00,Long,0.0019517000000000009,0.0019149999999999998,EOS/BTC
2018-05-10 22:00:00,Long,0.08198356709173273,0.07998044922352313,ETH/BTC
2018-05-12 10:00:00,Short,7.954e-05,8.211e-05,XRP/BTC
2018-05-13 01:00:00,Short,8.044e-05,8.139e-05,XRP/BTC
2018-05-13 02:00:00,Short,8419.99,8540.11,BTC/USD
2018-05-14 01:00:00,Long,0.08402008994392532,0.08208728734374142,ETH/BTC
2018-05-15 00:00:00,Long,0.08399775599926726,0.08260482490558071,ETH/BTC
2018-05-15 04:00:00,Long,8783.19,8593.11,BTC/USD
2018-05-15 05:00:00,Long,8760.0,8611.0,BTC/USD
2018-05-15 06:00:00,Short,0.0015949000000000002,0.0016309,EOS/BTC
2018-05-15 06:00:00,Long,0.08398024235977805,0.08254973420818633,ETH/BTC
2018-05-15 09:00:00,Short,3.071e-05,3.14e-05,ADA/BTC
2018-05-16 02:00:00,Short,8.228999999999999e-05,8.55e-05,XRP/BTC
2018-05-16 13:00:00,Short,8218.22,8417.87,BTC/USD
2018-05-17 05:00:00,Short,700.95,719.25,ETH/USD
2018-05-17 06:00:00,Long,0.01664722735764134,0.01647587115315531,LTC/BTC
2018-05-17 09:00:00,Long,0.016715249337509036,0.01647587115315531,LTC/BTC
2018-05-18 00:00:00,Short,8.229e-05,8.292e-05,XRP/BTC
2018-05-18 03:00:00,Short,0.08384596426370917,0.08507691012005697,ETH/BTC
2018-05-18 05:00:00,Short,8103.96,8172.05,BTC/USD
2018-05-18 09:00:00,Short,0.0834711263515738,0.08507691012005697,ETH/BTC
2018-05-18 16:00:00,Short,8.201e-05,8.276e-05,XRP/BTC
2018-05-18 17:00:00,Short,8.216e-05,8.278e-05,XRP/BTC
2018-05-18 21:00:00,Short,2.916e-05,2.972e-05,ADA/BTC
2018-05-19 02:00:00,Short,0.016352009744214368,0.016679508900032333,LTC/BTC
2018-05-19 07:00:00,Long,0.0015799000000000002,0.0015290999999999998,EOS/BTC
2018-05-19 19:00:00,Short,2.918e-05,2.9570000000000007e-05,ADA/BTC
2018-05-19 21:00:00,Long,0.0851222771712899,0.08322615734854118,ETH/BTC
2018-05-19 21:00:00,Long,701.92,684.0,ETH/USD
2018-05-20 03:00:00,Long,8360.0,8163.9,BTC/USD
2018-05-21 01:00:00,Long,717.36,704.39,ETH/USD
2018-05-22 09:00:00,Short,0.08260932944606414,0.08439920460461267,ETH/BTC
2018-05-22 11:00:00,Short,0.016053573625367086,0.01637485506954833,LTC/BTC
2018-05-22 12:00:00,Short,0.0015621999999999995,0.0015899999999999998,EOS/BTC
2018-05-22 14:00:00,Short,0.001552,0.0015899999999999998,EOS/BTC
2018-05-22 15:00:00,Short,8.065000000000001e-05,8.144e-05,XRP/BTC
2018-05-22 16:00:00,Short,8.029e-05,8.144e-05,XRP/BTC
2018-05-23 16:00:00,Short,2.678e-05,2.709e-05,ADA/BTC
2018-05-23 20:00:00,Short,2.68e-05,2.71e-05,ADA/BTC
2018-05-23 23:00:00,Short,0.015689890861415718,0.016188487307877898,LTC/BTC
2018-05-24 00:00:00,Short,7644.29,7730.73,BTC/USD
2018-05-25 01:00:00,Long,8.219999999999999e-05,8.154999999999999e-05,XRP/BTC
2018-05-25 12:00:00,Long,0.0016324999999999998,0.0015763999999999995,EOS/BTC
2018-05-25 14:00:00,Long,0.0016290000000000002,0.0015763999999999995,EOS/BTC
2018-05-26 17:00:00,Short,2.661e-05,2.692e-05,ADA/BTC
2018-05-26 22:00:00,Long,0.0016732,0.0016439999999999998,EOS/BTC
2018-05-27 01:00:00,Long,0.08018554519280459,0.07917469050894085,ETH/BTC
2018-05-27 17:00:00,Long,0.0016896000000000005,0.0016675000000000001,EOS/BTC
2018-05-27 18:00:00,Long,0.0017053,0.0016675000000000001,EOS/BTC
2018-05-29 18:00:00,Long,0.016050700466977985,0.01591407342410299,LTC/BTC
2018-05-30 04:00:00,Long,0.0162050391103283,0.015855903935957306,LTC/BTC
2018-05-30 05:00:00,Long,570.82,555.28,ETH/USD
2018-05-30 15:00:00,Long,2.793e-05,2.7e-05,ADA/BTC
2018-05-30 18:00:00,Long,8.142999999999997e-05,7.976e-05,XRP/BTC
2018-05-30 21:00:00,Long,562.61,541.2,ETH/USD
2018-05-30 22:00:00,Long,8.116e-05,8.001e-05,XRP/BTC
2018-05-30 23:00:00,Long,7499.47,7288.0,BTC/USD
2018-05-31 21:00:00,Long,8.153e-05,8.087e-05,XRP/BTC
2018-05-31 21:00:00,Short,0.015786250538683117,0.016055264475579485,LTC/BTC
2018-05-31 22:00:00,Short,0.01575177340940461,0.016055264475579485,LTC/BTC
2018-06-01 01:00:00,Long,583.11,568.0,ETH/USD
2018-06-01 02:00:00,Long,7595.0,7420.23,BTC/USD
2018-06-01 03:00:00,Long,2.976e-05,2.8910000000000006e-05,ADA/BTC
2018-06-01 04:00:00,Long,8.176999999999997e-05,8.094e-05,XRP/BTC
2018-06-01 06:00:00,Long,2.956e-05,2.8910000000000006e-05,ADA/BTC
2018-06-01 14:00:00,Short,0.0016179000000000002,0.001668,EOS/BTC
2018-06-01 20:00:00,Long,0.07747777337183856,0.07575029964096296,ETH/BTC
2018-06-02 02:00:00,Long,2.9420000000000006e-05,2.878e-05,ADA/BTC
2018-06-02 02:00:00,Long,0.016143241412523834,0.015608365267659791,LTC/BTC
2018-06-02 03:00:00,Long,0.07776002255957136,0.07539465595940309,ETH/BTC
2018-06-02 11:00:00,Long,2.933e-05,2.878e-05,ADA/BTC
2018-06-03 01:00:00,Long,8.495e-05,8.39e-05,XRP/BTC
2018-06-03 16:00:00,Long,7712.82,7636.21,BTC/USD
2018-06-03 17:00:00,Long,7714.26,7636.21,BTC/USD
2018-06-03 21:00:00,Long,618.3,606.95,ETH/USD
2018-06-04 17:00:00,Short,0.0017983,0.0018331000000000005,EOS/BTC
2018-06-04 18:00:00,Short,0.0017998,0.0018331000000000005,EOS/BTC
2018-06-05 03:00:00,Short,588.05,599.0,ETH/USD
2018-06-06 00:00:00,Short,2.8220000000000008e-05,2.882e-05,ADA/BTC
2018-06-06 02:00:00,Short,0.015911776289877902,0.016120973044049962,LTC/BTC
2018-06-06 04:00:00,Long,604.5,598.41,ETH/USD
2018-06-06 05:00:00,Long,7619.0,7557.0,BTC/USD
2018-06-06 06:00:00,Long,7658.37,7557.0,BTC/USD
2018-06-06 07:00:00,Long,608.4,598.41,ETH/USD
2018-06-06 08:00:00,Long,0.07972888950686433,0.0785914194418579,ETH/BTC
2018-06-06 09:00:00,Long,0.0018405000000000001,0.0018215999999999998,EOS/BTC
2018-06-06 16:00:00,Long,7655.02,7467.05,BTC/USD
2018-06-06 17:00:00,Long,607.4,593.4,ETH/USD
2018-06-07 10:00:00,Long,7720.8,7651.21,BTC/USD
2018-06-07 21:00:00,Short,0.015719808662604022,0.015918775658681078,LTC/BTC
2018-06-08 08:00:00,Short,0.07865456109382875,0.0796371260936587,ETH/BTC
2018-06-08 09:00:00,Short,0.01563813092345995,0.015798393984183097,LTC/BTC
2018-06-08 13:00:00,Short,2.684e-05,2.712e-05,ADA/BTC
2018-06-08 15:00:00,Long,0.0018658,0.0017999999999999995,EOS/BTC
2018-06-09 05:00:00,Short,2.686e-05,2.7300000000000003e-05,ADA/BTC
2018-06-09 22:00:00,Short,8.71e-05,8.819000000000001e-05,XRP/BTC
2018-06-10 00:00:00,Short,0.015641731366991197,0.016169527453922285,LTC/BTC
2018-06-11 06:00:00,Short,529.55,535.51,ETH/USD
2018-06-11 07:00:00,Short,6736.4,6826.0,BTC/USD
2018-06-11 09:00:00,Short,6682.0,6824.67,BTC/USD
2018-06-12 01:00:00,Short,0.0016702000000000002,0.0017288,EOS/BTC
2018-06-12 08:00:00,Short,523.79,538.88,ETH/USD
2018-06-12 09:00:00,Short,0.015554733727810653,0.015880863737900222,LTC/BTC
2018-06-12 10:00:00,Short,0.015470492046974874,0.015880863737900222,LTC/BTC
