date,close,signal,close_4,close_4_delta,close_6,close_6_delta,close_12,close_12_delta,close_24,close_24_delta,close_36,close_36_delta
2018-01-01 21:00:00.000,13353.78,SELL,13255.98,-0.0073237690002382165,13326.09,-0.0020735701801288106,13664.4,0.02326082951793417,15008.07,0.12388177729451878,14790.11,0.10755980703591042
2018-01-02 01:00:00.000,13343.0,SELL,13560.0,0.01626320917334932,13489.04,0.010945064827999765,14580.0,0.09270778685453046,15242.63,0.14236903245147262,14749.97,0.10544630143146214
2018-01-03 03:00:00.000,14519.99,BUY,14450.0,-0.004820251253616551,14790.11,0.018603318597326914,14926.01,0.02796282917550222,14299.01,-0.01521901874588065,14797.88,0.019138442932811896
2018-01-03 11:00:00.000,14800.0,BUY,14926.01,0.008514189189189204,14799.91,-6.081081081090913e-06,14875.1,0.0050743243243243485,14648.89,-0.010210135135135174,15000.0,0.013513513513513514
2018-01-03 15:00:00.000,14926.96,BUY,14753.76,-0.011603166351353451,15110.9,0.012322669853741185,14299.01,-0.042068177311388184,14797.88,-0.008647440604114966,15880.39,0.06387301902061775
2018-01-03 17:00:00.000,14919.51,BUY,15110.9,0.01282816928974205,14875.1,-0.002976639313221403,14539.97,-0.025439173270435884,15059.54,0.009385696983346011,16090.69,0.07849989711458354
2018-01-04 00:00:00.000,14899.01,BUY,14299.01,-0.040271132108777696,14539.97,-0.024098245453892633,14648.89,-0.016787692605079185,15000.0,0.006778302719442418,16650.0,0.11752391601858109
2018-01-06 01:00:00.000,16518.0,BUY,16690.2,0.010424990918997502,16214.91,-0.018349073737740654,16769.89,0.015249424869838928,16417.05,-0.006111514711224163,16019.25,-0.03019433345441337
2018-01-06 21:00:00.000,16740.68,BUY,16417.05,-0.019331950673449408,16719.02,-0.0012938542520375428,16520.02,-0.013181065524220034,16037.38,-0.04201143561671336,13489.95,-0.1941814788885517
2018-01-08 17:00:00.000,14902.54,SELL,15216.3,0.021054129027669,15349.0,0.029958651343999016,14500.0,-0.027011502737117353,14254.92,-0.04345702142050958,13692.21,-0.08121635640635769
2018-01-09 03:00:00.000,14811.0,SELL,14659.57,-0.010224157720613077,14560.48,-0.016914455472284144,14755.03,-0.003778948079130332,13394.0,-0.09567213557491054,14480.16,-0.02233745189386268
2018-01-10 08:00:00.000,13630.0,SELL,14567.51,0.0687828319882612,14349.98,0.052823184152604515,14427.87,0.05853778429933975,13754.95,0.009167278063096165,13392.56,-0.01742039618488632
2018-01-11 07:00:00.000,13754.95,SELL,13949.26,0.0141265508053464,13661.5,-0.006793917825946349,12974.12,-0.05676720017157459,14039.63,0.02069654924227267,14060.01,0.022178197667021653
2018-01-11 12:00:00.000,13661.5,SELL,13379.51,-0.020641218021447118,13238.78,-0.03094242945503783,13550.0,-0.008161622076638729,13520.01,-0.01035684222083957,14130.0,0.03429345240273762
2018-01-11 20:00:00.000,13399.71,SELL,13550.0,0.011215914374266375,13722.04,0.02405499820518517,13811.74,0.030749172929861967,14170.38,0.05751393127164693,14527.86,0.08419212057574392
2018-01-13 12:00:00.000,14259.37,BUY,14170.2,-0.00625343195386613,14210.0,-0.0034622847993986267,13763.89,-0.03474767819335647,13270.75,-0.06933125376506821,13520.01,-0.05185081809364653
2018-01-13 19:00:00.000,14300.2,BUY,13644.42,-0.045858099886714916,13783.32,-0.036144949021692074,12881.32,-0.09922098991622501,13689.94,-0.0426749276233899,14195.0,-0.0073565404679655335
2018-01-14 16:00:00.000,13452.0,SELL,13460.94,0.0006645851917930798,13368.43,-0.006212459113886389,13532.01,0.00594781445138271,13801.2,0.02595896520963431,10900.01,-0.18971082366934283
2018-01-15 16:00:00.000,13736.7,BUY,12973.76,-0.05554026804108705,12828.99,-0.06607918932494711,10900.01,-0.20650447341792427,10049.0,-0.2684560338363654,10250.0,-0.2538236985593338
2018-01-17 13:00:00.000,10390.0,SELL,10650.48,0.02507025986525501,11150.0,0.07314725697786333,11020.0,0.06063522617901829,11465.0,0.10346487006737247,11196.0,0.07757459095283926
2018-01-20 17:00:00.000,12799.94,BUY,12499.96,-0.02343604735647209,12010.0,-0.06171435178602403,11759.51,-0.08128397476863175,11129.53,-0.13050139297527955,11747.0,-0.08226132309995207
2018-01-21 21:00:00.000,11502.93,SELL,11633.4,0.011342327563498981,11751.15,0.02157884991041407,10612.01,-0.07745157103451034,10716.96,-0.06832780865396913,10459.55,-0.09070558544649067
2018-01-21 22:00:00.000,11599.91,SELL,11743.97,0.012419061872031721,11767.0,0.014404422103274951,10330.0,-0.10947584938159002,10835.0,-0.06594102885281006,10750.0,-0.07326867191210965
2018-01-21 23:00:00.000,11470.0,SELL,11751.15,0.02451176983435045,11747.0,0.024149956408020923,10466.73,-0.08746904969485618,10557.0,-0.07959895379250218,11334.96,-0.011773321708805656
2018-01-22 05:00:00.000,11240.0,SELL,10612.01,-0.05587099644128112,10466.73,-0.06879626334519577,10645.0,-0.052935943060498224,10291.24,-0.08440925266903916,11034.42,-0.018290035587188606
2018-01-23 08:00:00.000,10459.55,SELL,11129.62,0.06406298550128844,10952.98,0.04717506967316953,10563.85,0.009971748306571611,11333.77,0.08358103360087205,11359.69,0.08605915168434601
2018-01-23 23:00:00.000,10640.98,SELL,10875.39,0.02202898605203655,11020.0,0.0356188997629918,11089.0,0.04210326492484719,11539.98,0.08448469971750723,10960.01,0.02998126112444537
2018-01-25 04:00:00.000,11369.56,BUY,11252.35,-0.010309106069188178,10999.0,-0.032592290290917106,11242.58,-0.01116841812699872,10490.0,-0.07736095328227298,10921.89,-0.03937443489457816
2018-01-25 17:00:00.000,11175.27,SELL,11581.5,0.03635079957799673,11469.94,0.026368043009251683,10520.0,-0.058635719763370404,10832.85,-0.0306408704219227,11247.0,0.006418636865149528
2018-01-26 12:00:00.000,11033.0,SELL,10921.89,-0.010070696999909416,11089.0,0.005075682044774767,11239.9,0.01875283241185531,11445.01,0.037343424272636656,11905.7,0.07909906643705254
2018-01-26 16:00:00.000,10832.85,SELL,10936.25,0.009545041240301456,10985.0,0.014045242018490021,11278.0,0.04109260259303873,11561.0,0.06721684505924107,11958.01,0.10386555707870042
2018-01-28 17:00:00.000,11879.95,BUY,11590.0,-0.024406668378233975,11701.01,-0.015062352956031002,11429.98,-0.03787642203881339,11162.22,-0.06041523743786812,11000.0,-0.07407017706303483
2018-01-31 03:00:00.000,10190.49,SELL,10383.74,0.018963759348176585,10015.0,-0.01722095797159899,10185.58,-0.0004818217769704749,9940.31,-0.024550340562622633,9399.96,-0.07757526870641163
2018-01-31 07:00:00.000,10140.0,SELL,10072.58,-0.006648915187376733,10054.11,-0.008470414201183375,10263.18,0.012147928994082869,9480.0,-0.0650887573964497,8860.03,-0.12622978303747528
2018-01-31 15:00:00.000,10120.02,SELL,10263.18,0.014146217102337728,10199.61,0.007864608963223408,9940.31,-0.017757870043735184,9399.96,-0.07115203329637701,8506.48,-0.15944039636285312
2018-01-31 20:00:00.000,10199.61,SELL,10238.0,0.0037638694028496594,10063.75,-0.013320117141733907,9294.95,-0.08869554816311602,8765.07,-0.1406465541329522,8878.06,-0.12956867958676863
