date,open,high,low,close,volume
2019-01-01 01:00:00,0.043069,0.043642,0.042926,0.043619,2021.427
2019-01-01 02:00:00,0.043618,0.043877,0.043301,0.04346,2790.797
2019-01-01 03:00:00,0.043478,0.043598,0.042785,0.042846,2127.3
2019-01-01 04:00:00,0.04285,0.0431,0.042711,0.043074,910.894
2019-01-01 05:00:00,0.043058,0.043139,0.04286,0.042935,839.338
2019-01-01 06:00:00,0.042906,0.043,0.042693,0.042804,1565.356
2019-01-01 07:00:00,0.042836,0.042919,0.042564,0.042617,1081.703
2019-01-01 08:00:00,0.042649,0.04269,0.0422,0.04222,1944.293
2019-01-01 09:00:00,0.042242,0.042539,0.0419,0.042364,2286.14
2019-01-01 10:00:00,0.042392,0.042913,0.042359,0.042901,2477.52
2019-01-01 11:00:00,0.042878,0.042917,0.042418,0.042486,987.255
2019-01-01 12:00:00,0.042481,0.042631,0.042295,0.042438,922.951
2019-01-01 13:00:00,0.042434,0.042908,0.042425,0.042835,1083.884
2019-01-01 14:00:00,0.042827,0.0436,0.042808,0.043396,4888.33
2019-01-01 15:00:00,0.043383,0.043676,0.042747,0.042793,2983.13
2019-01-01 16:00:00,0.042786,0.043155,0.042786,0.04312,1098.973
2019-01-01 17:00:00,0.04314,0.04335,0.0426,0.04268,4224.075
2019-01-01 18:00:00,0.042662,0.04289,0.0424,0.042642,4416.755
2019-01-01 19:00:00,0.042634,0.043798,0.042499,0.042781,4438.957
2019-01-01 20:00:00,0.042781,0.043095,0.042704,0.042831,2233.945
2019-01-01 21:00:00,0.042831,0.042975,0.042511,0.042533,1883.705
2019-01-01 22:00:00,0.042541,0.042915,0.042513,0.04269,1223.877
2019-01-01 23:00:00,0.04269,0.043,0.04263,0.042669,2130.676
2019-01-02 00:00:00,0.042682,0.042796,0.042281,0.042442,2084.292
2019-01-02 01:00:00,0.042404,0.042897,0.042323,0.042334,2462.236
2019-01-02 02:00:00,0.042348,0.042951,0.042292,0.042683,2889.994
2019-01-02 03:00:00,0.042689,0.042767,0.042449,0.042655,1408.302
2019-01-02 04:00:00,0.042656,0.042843,0.042429,0.042796,2064.272
2019-01-02 05:00:00,0.042766,0.042997,0.042622,0.042761,3068.742
2019-01-02 06:00:00,0.04276,0.043024,0.042615,0.042823,1385.789
2019-01-02 07:00:00,0.042824,0.043361,0.042649,0.042957,3801.508
2019-01-02 08:00:00,0.042973,0.043016,0.04264,0.042756,2505.426
2019-01-02 09:00:00,0.042747,0.042756,0.042314,0.04247,3297.924
2019-01-02 10:00:00,0.042517,0.0428,0.042394,0.042655,2655.92
2019-01-02 11:00:00,0.042688,0.042787,0.04245,0.04268,2524.168
2019-01-02 12:00:00,0.042659,0.042748,0.042535,0.042697,1275.497
2019-01-02 13:00:00,0.042713,0.042914,0.042615,0.042705,1868.222
