A,B,C
7606.8283926083495,10430.249618747079,10213.125375096686
7606.8283926083495,10430.249618747079,10213.125375096686
7606.8283926083495,10430.249618747079,10213.125375096686
8390.070247845892,11527.57077183586,11287.60383178655
8390.070247845892,11527.57077183586,11287.60383178655
8390.070247845892,11527.57077183586,11287.60383178655
8390.070247845892,11527.57077183586,11287.60383178655
8390.070247845892,11527.57077183586,11287.60383178655
8390.070247845892,11527.57077183586,11287.60383178655
8390.070247845892,11527.57077183586,11287.60383178655
8390.070247845892,11527.57077183586,11287.60383178655
8390.070247845892,11527.57077183586,11287.60383178655
8390.070247845892,11527.57077183586,11287.60383178655
8390.070247845892,11527.57077183586,11287.60383178655
8390.070247845892,11527.57077183586,11287.60383178655
8390.070247845892,11527.57077183586,11287.60383178655
8390.070247845892,11527.57077183586,11287.60383178655
8390.070247845892,11527.57077183586,11287.60383178655
8390.070247845892,11527.57077183586,11287.60383178655
8390.070247845892,11527.57077183586,11287.60383178655
7555.258258185226,10380.577480038193,10164.487250523789
6803.510061495796,9347.710020774393,9153.120769096671
6803.510061495796,9347.710020774393,9153.120769096671
6803.510061495796,9347.710020774393,9153.120769096671
6803.510061495796,9347.710020774393,9153.120769096671
6842.328267399447,9401.044450948551,9205.34494800788
6842.328267399447,9401.044450948551,9205.34494800788
7613.8402839732635,10461.066490056015,10243.300738280774
7613.8402839732635,10461.066490056015,10243.300738280774
6856.263175717923,9420.190374295442,9224.092314821837
6856.263175717923,9420.190374295442,9224.092314821837
7289.499959958041,9420.190374295442,9224.092314821837
7289.499959958041,9420.190374295442,9224.092314821837
7289.499959958041,9420.190374295442,9224.092314821837
7289.499959958041,9420.190374295442,9224.092314821837
7289.499959958041,9420.190374295442,9224.092314821837
7289.499959958041,9420.190374295442,9224.092314821837
7329.7486421017875,9475.490213054754,9278.240988834044
7329.7486421017875,9475.490213054754,9278.240988834044
8034.980598404811,10444.446496696193,10227.0267197173
8034.980598404811,10444.446496696193,10227.0267197173
8034.980598404811,10444.446496696193,10227.0267197173
8034.980598404811,10444.446496696193,10227.0267197173
8034.980598404811,10444.446496696193,10227.0267197173
8034.980598404811,10444.446496696193,10227.0267197173
8653.001271991745,11293.578487582701,11058.48251415409
8653.001271991745,11293.578487582701,11058.48251415409
8653.001271991745,11293.578487582701,11058.48251415409
8653.001271991745,11293.578487582701,11058.48251415409
8653.001271991745,11293.578487582701,11058.48251415409
8653.001271991745,11293.578487582701,11058.48251415409
7789.864395110569,10167.044033446326,9955.39888336722
7789.864395110569,10167.044033446326,9955.39888336722
7789.864395110569,10167.044033446326,9955.39888336722
7789.864395110569,10167.044033446326,9955.39888336722
7789.864395110569,10167.044033446326,9955.39888336722
7789.864395110569,10167.044033446326,9955.39888336722
7789.864395110569,10167.044033446326,9955.39888336722
7789.864395110569,10167.044033446326,9955.39888336722
7789.864395110569,10167.044033446326,9955.39888336722
7789.864395110569,10167.044033446326,9955.39888336722
7789.864395110569,10167.044033446326,9955.39888336722
7789.864395110569,10167.044033446326,9955.39888336722
7789.864395110569,10167.044033446326,9955.39888336722
7789.864395110569,10167.044033446326,9955.39888336722
7789.864395110569,10167.044033446326,9955.39888336722
7789.864395110569,10167.044033446326,9955.39888336722
7789.864395110569,10167.044033446326,9955.39888336722
7789.864395110569,10167.044033446326,9955.39888336722
7789.864395110569,10167.044033446326,9955.39888336722
7789.864395110569,10167.044033446326,9955.39888336722
7789.864395110569,10167.044033446326,9955.39888336722
7014.772887797067,10167.044033446326,9955.39888336722
7014.772887797067,10167.044033446326,9955.39888336722
7637.058831744095,10167.044033446326,9955.39888336722
7637.058831744095,10167.044033446326,9955.39888336722
7637.058831744095,10167.044033446326,9955.39888336722
7637.058831744095,10167.044033446326,9955.39888336722
7637.058831744095,10167.044033446326,9955.39888336722
7637.058831744095,10167.044033446326,9955.39888336722
7637.058831744095,10167.044033446326,9955.39888336722
7637.058831744095,10167.044033446326,9955.39888336722
7817.370124312112,10382.485929766448,10166.355972468054
7817.370124312112,10382.485929766448,10166.355972468054
7817.370124312112,10382.485929766448,10166.355972468054
7817.370124312112,10382.485929766448,10166.355972468054
7817.370124312112,10382.485929766448,10166.355972468054
7817.370124312112,10382.485929766448,10166.355972468054
7817.370124312112,10382.485929766448,10166.355972468054
7817.370124312112,10382.485929766448,10166.355972468054
7817.370124312112,10382.485929766448,10166.355972468054
7817.370124312112,10382.485929766448,10166.355972468054
7817.370124312112,10382.485929766448,10166.355972468054
7817.370124312112,10382.485929766448,10166.355972468054
8377.31193521668,11127.923823209294,10896.276246993017
8377.31193521668,11127.923823209294,10896.276246993017
8377.31193521668,11127.923823209294,10896.276246993017
8377.31193521668,11127.923823209294,10896.276246993017
8377.31193521668,11127.923823209294,10896.276246993017
7518.63746185697,9987.311631330342,9779.407931676233
7518.63746185697,9987.311631330342,9779.407931676233
7518.63746185697,9987.311631330342,9779.407931676233
7518.63746185697,9987.311631330342,9779.407931676233
6794.403179935776,9025.281808196236,8837.404474674504
6097.976853992359,8100.1904228561225,7931.570516020367
5472.934226458142,7269.92090451337,7118.58453812828
5514.226236026012,7324.7707585634325,7172.292594665313
6470.365455593841,8594.849332933527,8415.932218874425
6470.365455593841,8594.849332933527,8415.932218874425
6470.365455593841,8594.849332933527,8415.932218874425
7314.949280490222,9716.744343939654,9514.472984812242
7314.949280490222,9716.744343939654,9514.472984812242
7314.949280490222,9716.744343939654,9514.472984812242
7314.949280490222,9716.744343939654,9514.472984812242
7314.949280490222,9716.744343939654,9514.472984812242
7314.949280490222,9716.744343939654,9514.472984812242
7314.949280490222,9716.744343939654,9514.472984812242
7314.949280490222,9716.744343939654,9514.472984812242
7314.949280490222,9716.744343939654,9514.472984812242
7314.949280490222,9716.744343939654,9514.472984812242
7314.949280490222,9716.744343939654,9514.472984812242
7314.949280490222,9716.744343939654,9514.472984812242
7314.949280490222,9716.744343939654,9514.472984812242
7314.949280490222,9716.744343939654,9514.472984812242
7314.949280490222,9716.744343939654,9514.472984812242
7314.949280490222,9716.744343939654,9514.472984812242
6633.478845106684,8811.519475704981,8628.091986286661
7215.683185241604,9584.88515632717,9385.358681303705
7215.683185241604,9584.88515632717,9385.358681303705
7215.683185241604,9584.88515632717,9385.358681303705
7970.094314210851,10587.000111514637,10366.61282686062
8668.489096765656,11514.706277752275,11275.007135085569
8668.489096765656,11514.706277752275,11275.007135085569
8668.489096765656,11514.706277752275,11275.007135085569
8668.489096765656,11514.706277752275,11275.007135085569
8668.489096765656,11514.706277752275,11275.007135085569
8668.489096765656,11514.706277752275,11275.007135085569
8668.489096765656,11514.706277752275,11275.007135085569
8668.489096765656,11514.706277752275,11275.007135085569
8668.489096765656,11514.706277752275,11275.007135085569
8668.489096765656,11514.706277752275,11275.007135085569
8668.489096765656,11514.706277752275,11275.007135085569
8668.489096765656,11514.706277752275,11275.007135085569
8668.489096765656,11514.706277752275,11275.007135085569
8668.489096765656,11514.706277752275,11275.007135085569
8668.489096765656,11514.706277752275,11275.007135085569
8668.489096765656,11514.706277752275,11275.007135085569
7805.974431637473,11514.706277752275,11275.007135085569
7805.974431637473,11514.706277752275,11275.007135085569
7805.974431637473,11514.706277752275,11275.007135085569
7805.974431637473,11514.706277752275,11275.007135085569
7805.974431637473,11514.706277752275,11275.007135085569
7805.974431637473,11514.706277752275,11275.007135085569
7805.974431637473,11514.706277752275,11275.007135085569
7005.862052394631,11514.706277752275,11275.007135085569
6334.417939533529,11514.706277752275,11275.007135085569
7347.978656646405,11514.706277752275,11275.007135085569
8418.343875699562,11514.706277752275,11275.007135085569
8418.343875699562,11514.706277752275,11275.007135085569
8418.343875699562,11514.706277752275,11275.007135085569
8418.343875699562,11514.706277752275,11275.007135085569
8418.343875699562,11514.706277752275,11275.007135085569
8418.343875699562,11514.706277752275,11275.007135085569
7555.463628440357,11514.706277752275,11275.007135085569
7555.463628440357,11514.706277752275,11275.007135085569
7555.463628440357,11514.706277752275,11275.007135085569
7555.463628440357,11514.706277752275,11275.007135085569
7555.463628440357,11514.706277752275,11275.007135085569
7608.866691796975,11514.706277752275,11275.007135085569
7608.866691796975,11514.706277752275,11275.007135085569
7608.866691796975,11514.706277752275,11275.007135085569
7608.866691796975,11514.706277752275,11275.007135085569
7608.866691796975,11514.706277752275,11275.007135085569
7608.866691796975,11514.706277752275,11275.007135085569
7608.866691796975,11514.706277752275,11275.007135085569
7608.866691796975,11514.706277752275,11275.007135085569
7608.866691796975,11514.706277752275,11275.007135085569
7608.866691796975,11514.706277752275,11275.007135085569
7608.866691796975,11514.706277752275,11275.007135085569
7608.866691796975,11514.706277752275,11275.007135085569
8412.608073329391,11514.706277752275,11275.007135085569
8412.608073329391,11514.706277752275,11275.007135085569
8412.608073329391,11514.706277752275,11275.007135085569
7575.553570033117,11514.706277752275,11275.007135085569
7575.553570033117,11514.706277752275,11275.007135085569
6799.059329104723,10334.448884282667,10119.318903739299
6839.572134149626,10396.02762519808,10179.615773363525
6839.572134149626,10396.02762519808,10179.615773363525
7562.848111248538,11495.394207066478,11256.097079585817
7562.848111248538,11495.394207066478,11256.097079585817
7562.848111248538,11495.394207066478,11256.097079585817
7562.848111248538,11495.394207066478,11256.097079585817
7562.848111248538,11495.394207066478,11256.097079585817
7562.848111248538,11495.394207066478,11256.097079585817
7562.848111248538,11495.394207066478,11256.097079585817
7562.848111248538,11495.394207066478,11256.097079585817
7562.848111248538,11495.394207066478,11256.097079585817
7562.848111248538,11495.394207066478,11256.097079585817
7562.848111248538,11495.394207066478,11256.097079585817
7562.848111248538,11495.394207066478,11256.097079585817
7562.848111248538,11495.394207066478,11256.097079585817
7562.848111248538,11495.394207066478,11256.097079585817
7562.848111248538,11495.394207066478,11256.097079585817
7562.848111248538,11495.394207066478,11256.097079585817
7562.848111248538,11495.394207066478,11256.097079585817
7562.848111248538,11495.394207066478,11256.097079585817
7562.848111248538,11495.394207066478,11256.097079585817
6800.8911640402475,11495.394207066478,11256.097079585817
6147.464768001013,10317.116300842164,10102.347128928272
7113.245627498565,10380.867317492466,10164.77105449465
7762.5607113853075,11478.390079412138,11239.446923168105
7762.5607113853075,11478.390079412138,11239.446923168105
7762.5607113853075,11478.390079412138,11239.446923168105
6966.898238468314,10301.855096272393,10087.403613543374
6966.898238468314,10301.855096272393,10087.403613543374
6966.898238468314,10301.855096272393,10087.403613543374
6966.898238468314,10301.855096272393,10087.403613543374
6966.898238468314,10301.855096272393,10087.403613543374
6966.898238468314,10301.855096272393,10087.403613543374
7905.946622199882,11690.412822604025,11447.056034909652
7905.946622199882,11690.412822604025,11447.056034909652
7905.946622199882,11690.412822604025,11447.056034909652
7905.946622199882,11690.412822604025,11447.056034909652
7905.946622199882,11690.412822604025,11447.056034909652
7905.946622199882,11690.412822604025,11447.056034909652
7905.946622199882,11690.412822604025,11447.056034909652
7905.946622199882,11690.412822604025,11447.056034909652
7905.946622199882,11690.412822604025,11447.056034909652
7119.304933290994,10527.216746754924,10308.073959436142
7119.304933290994,10527.216746754924,10308.073959436142
7119.304933290994,10527.216746754924,10308.073959436142
7119.304933290994,10527.216746754924,10308.073959436142
7119.304933290994,10527.216746754924,10308.073959436142
7119.304933290994,10527.216746754924,10308.073959436142
7119.304933290994,10527.216746754924,10308.073959436142
7119.304933290994,10527.216746754924,10308.073959436142
7119.304933290994,10527.216746754924,10308.073959436142
7119.304933290994,10527.216746754924,10308.073959436142
7119.304933290994,10527.216746754924,10308.073959436142
6389.576177628667,9448.177030212544,9251.496378593938
6389.576177628667,9448.177030212544,9251.496378593938
7156.125690658042,10581.66308628029,10361.386901322807
7156.125690658042,10581.66308628029,10361.386901322807
7156.125690658042,10581.66308628029,10361.386901322807
7156.125690658042,10581.66308628029,10361.386901322807
7156.125690658042,10581.66308628029,10361.386901322807
7156.125690658042,10581.66308628029,10361.386901322807
7156.125690658042,10581.66308628029,10361.386901322807
6435.146027324244,10581.66308628029,10361.386901322807
6435.146027324244,10581.66308628029,10361.386901322807
6435.146027324244,10581.66308628029,10361.386901322807
6435.146027324244,10581.66308628029,10361.386901322807
7085.912157589427,11543.941871771456,11303.634138086218
6372.006507712292,11543.941871771456,11303.634138086218
6446.432747414902,11543.941871771456,11303.634138086218
7912.4815290639435,11543.941871771456,11303.634138086218
8502.132411175528,11543.941871771456,11303.634138086218
8502.132411175528,11543.941871771456,11303.634138086218
8502.132411175528,11543.941871771456,11303.634138086218
8502.132411175528,11543.941871771456,11303.634138086218
7630.663839030036,10360.687829914881,10145.011638932381
7630.663839030036,10360.687829914881,10145.011638932381
7630.663839030036,10360.687829914881,10145.011638932381
7676.5676391716,10423.014640990075,10206.041006302152
7219.226465122163,9354.655640288593,9159.921803156181
8145.786667471338,10612.711454916489,10391.788942804516
8145.786667471338,10612.711454916489,10391.788942804516
8145.786667471338,10612.711454916489,10391.788942804516
8186.230352503394,10667.62468450541,10445.559055605563
8919.150647853303,11662.762007353938,11419.980820682262
8919.150647853303,11662.762007353938,11419.980820682262
8919.150647853303,11662.762007353938,11419.980820682262
8919.150647853303,11662.762007353938,11419.980820682262
8919.150647853303,11662.762007353938,11419.980820682262
8919.150647853303,11662.762007353938,11419.980820682262
8919.150647853303,11662.762007353938,11419.980820682262
8919.150647853303,11662.762007353938,11419.980820682262
8004.93770644834,11662.762007353938,11419.980820682262
8004.93770644834,11662.762007353938,11419.980820682262
8687.775074214564,11662.762007353938,11419.980820682262
7812.481735487446,10487.73873511303,11419.980820682262
7812.481735487446,10487.73873511303,11419.980820682262
8713.12105441441,11696.787305245372,11419.980820682262
8713.12105441441,11696.787305245372,11419.980820682262
7032.158512093488,10518.335984241901,10269.417752998523
7032.158512093488,10518.335984241901,10269.417752998523
7032.158512093488,10518.335984241901,10269.417752998523
7032.158512093488,10518.335984241901,10269.417752998523
7032.158512093488,10518.335984241901,10269.417752998523
7032.158512093488,10518.335984241901,10269.417752998523
7032.158512093488,10518.335984241901,10269.417752998523
7347.604919570294,10518.335984241901,10269.417752998523
6607.333723923587,9458.613633829531,9234.77391438392
6607.333723923587,9458.613633829531,9234.77391438392
6607.333723923587,9458.613633829531,9234.77391438392
5930.08201722142,8489.105736362004,8288.209588159569
5930.08201722142,8489.105736362004,8288.209588159569
5930.08201722142,8489.105736362004,8288.209588159569
5966.672689264036,8489.105736362004,8288.209588159569
6683.340149454577,8489.105736362004,8288.209588159569
7406.608733739374,9568.265270804637,9341.83062649927
6647.431338531088,9568.265270804637,9341.83062649927
4840.49428424578,7757.097507882283,7573.524460383397
4872.150144218273,7802.662727012353,7618.011370761106
6174.755929214108,9607.58209707426,9380.21701330891
8029.359715153043,10853.051586370957,10596.212252799574
8065.699266367684,10905.358477279064,10647.28129213247
8065.699266367684,10905.358477279064,10647.28129213247
8065.699266367684,10905.358477279064,10647.28129213247
8700.362773413939,11818.888604009137,11539.192571197487
8700.362773413939,11818.888604009137,11539.192571197487
8700.362773413939,11818.888604009137,11539.192571197487
8700.362773413939,11818.888604009137,11539.192571197487
7823.801223992484,10628.135577155217,10376.61891964934
7823.801223992484,10628.135577155217,10376.61891964934
7869.999199265306,10690.89258369622,10437.890770830245
7869.999199265306,10690.89258369622,10437.890770830245
8792.005386944458,11943.37925674458,11660.737131211452
8792.005386944458,11943.37925674458,11660.737131211452
8792.005386944458,11943.37925674458,11660.737131211452
8792.005386944458,11943.37925674458,11660.737131211452
8792.005386944458,11943.37925674458,11660.737131211452
8792.005386944458,11943.37925674458,11660.737131211452
8792.005386944458,11943.37925674458,11660.737131211452
8792.005386944458,11943.37925674458,11660.737131211452
8792.005386944458,11943.37925674458,11660.737131211452
8792.005386944458,11943.37925674458,11660.737131211452
8824.361677910252,11943.37925674458,11660.737131211452
9532.320902360001,11943.37925674458,11660.737131211452
9532.320902360001,11943.37925674458,11660.737131211452
9532.320902360001,11943.37925674458,11660.737131211452
9532.320902360001,11943.37925674458,11660.737131211452
9532.320902360001,11943.37925674458,11660.737131211452
9532.320902360001,11943.37925674458,11660.737131211452
9532.320902360001,11943.37925674458,11660.737131211452
9532.320902360001,11943.37925674458,11660.737131211452
9532.320902360001,11943.37925674458,11660.737131211452
9532.320902360001,11943.37925674458,11660.737131211452
9532.320902360001,11943.37925674458,11660.737131211452
9532.320902360001,11943.37925674458,11660.737131211452
9532.320902360001,11943.37925674458,11660.737131211452
9532.320902360001,11943.37925674458,11660.737131211452
9532.320902360001,11943.37925674458,11660.737131211452
9532.320902360001,11943.37925674458,11660.737131211452
9532.320902360001,11943.37925674458,11660.737131211452
9532.320902360001,11943.37925674458,11660.737131211452
8555.258009868101,10719.18288292826,10465.511575262279
8709.529702315,10912.475298316524,10654.229692375291
8709.529702315,10912.475298316524,10654.229692375291
8709.529702315,10912.475298316524,10654.229692375291
9390.700177945437,11765.937683005779,11487.49474285238
9390.700177945437,11765.937683005779,11487.49474285238
8444.587135017435,10580.519461442947,10330.129647510003
8444.587135017435,10580.519461442947,10330.129647510003
8444.587135017435,10580.519461442947,10330.129647510003
9301.806893399076,11654.56016838056,11378.752996278523
9301.806893399076,11654.56016838056,11378.752996278523
8348.37168682567,11654.56016838056,11378.752996278523
8348.37168682567,11654.56016838056,11378.752996278523
8348.37168682567,11654.56016838056,11378.752996278523
9092.680243120873,11654.56016838056,11378.752996278523
9092.680243120873,11654.56016838056,11378.752996278523
9092.680243120873,11654.56016838056,11378.752996278523
9092.680243120873,11654.56016838056,11378.752996278523
9092.680243120873,11654.56016838056,11378.752996278523
9092.680243120873,11654.56016838056,11378.752996278523
8176.592708626445,11654.56016838056,11378.752996278523
8232.35813327367,11654.56016838056,11378.752996278523
8232.35813327367,11654.56016838056,11378.752996278523
8232.35813327367,11654.56016838056,11378.752996278523
8232.35813327367,11654.56016838056,11378.752996278523
8232.35813327367,11654.56016838056,11378.752996278523
9098.322267927895,11654.56016838056,11378.752996278523
9098.322267927895,11654.56016838056,11378.752996278523
9098.322267927895,11654.56016838056,11378.752996278523
9098.322267927895,11654.56016838056,11378.752996278523
9098.322267927895,11654.56016838056,11378.752996278523
9098.322267927895,11654.56016838056,11378.752996278523
9098.322267927895,11654.56016838056,11378.752996278523
9098.322267927895,11654.56016838056,11378.752996278523
8165.744235465286,11654.56016838056,11378.752996278523
8165.744235465286,11654.56016838056,11378.752996278523
8165.744235465286,11654.56016838056,11378.752996278523
6590.3833396085865,10480.363231416219,10232.34363190346
6692.313360471663,10549.642714702857,10299.983604295314
6692.313360471663,10549.642714702857,10299.983604295314
6692.313360471663,10549.642714702857,10299.983604295314
6692.313360471663,10549.642714702857,10299.983604295314
7560.975679002079,10549.642714702857,10299.983604295314
7612.782632110477,10549.642714702857,10299.983604295314
8557.308594758357,12051.676004717936,11766.471018006443
8557.308594758357,12051.676004717936,11766.471018006443
8557.308594758357,12051.676004717936,11766.471018006443
8557.308594758357,12051.676004717936,11766.471018006443
8557.308594758357,12051.676004717936,11766.471018006443
8557.308594758357,12051.676004717936,11766.471018006443
9725.877614178566,12051.676004717936,11766.471018006443
9725.877614178566,12051.676004717936,11766.471018006443
9725.877614178566,12051.676004717936,11766.471018006443
9725.877614178566,12051.676004717936,11766.471018006443
9725.877614178566,12051.676004717936,11766.471018006443
9725.877614178566,12051.676004717936,11766.471018006443
9725.877614178566,12051.676004717936,11766.471018006443
9725.877614178566,12051.676004717936,11766.471018006443
9725.877614178566,12051.676004717936,11766.471018006443
9725.877614178566,12051.676004717936,11766.471018006443
9725.877614178566,12051.676004717936,11766.471018006443
8728.975158725261,12051.676004717936,11766.471018006443
8728.975158725261,12051.676004717936,11766.471018006443
8728.975158725261,12051.676004717936,11766.471018006443
8728.975158725261,12051.676004717936,11766.471018006443
8728.975158725261,12051.676004717936,11766.471018006443
9844.912026790129,12051.676004717936,11766.471018006443
9844.912026790129,12051.676004717936,11766.471018006443
9844.912026790129,12051.676004717936,11766.471018006443
8835.808544044141,10816.379214234348,10560.407738660782
8835.808544044141,10816.379214234348,10560.407738660782
9709.617364145803,11886.054673118424,11604.769143722202
9709.617364145803,11886.054673118424,11604.769143722202
9709.617364145803,11886.054673118424,11604.769143722202
9709.617364145803,11886.054673118424,11604.769143722202
9709.617364145803,11886.054673118424,11604.769143722202
9709.617364145803,11886.054673118424,11604.769143722202
9709.617364145803,11886.054673118424,11604.769143722202
8714.381584320858,10667.734069123784,11604.769143722202
8775.895886614944,10743.036970651723,11604.769143722202
8775.895886614944,10743.036970651723,11604.769143722202
10162.239053373833,12440.132752885975,11604.769143722202
10162.239053373833,12440.132752885975,11604.769143722202
10162.239053373833,12440.132752885975,11604.769143722202
10162.239053373833,12440.132752885975,11604.769143722202
10162.239053373833,12440.132752885975,11604.769143722202
10162.239053373833,12440.132752885975,11604.769143722202
10162.239053373833,12440.132752885975,11604.769143722202
10162.239053373833,12440.132752885975,11604.769143722202
10162.239053373833,12440.132752885975,11604.769143722202
10162.239053373833,12440.132752885975,11604.769143722202
10162.239053373833,12440.132752885975,11604.769143722202
10162.239053373833,12440.132752885975,11604.769143722202
10162.239053373833,12440.132752885975,11604.769143722202
10162.239053373833,12440.132752885975,11604.769143722202
10162.239053373833,12440.132752885975,11604.769143722202
10162.239053373833,12440.132752885975,11604.769143722202
10162.239053373833,12440.132752885975,11604.769143722202
10162.239053373833,12440.132752885975,11604.769143722202
10162.239053373833,12440.132752885975,11604.769143722202
10162.239053373833,12440.132752885975,11604.769143722202
10162.239053373833,12440.132752885975,11604.769143722202
10162.239053373833,12440.132752885975,11604.769143722202
10162.239053373833,12440.132752885975,11604.769143722202
10162.239053373833,12440.132752885975,11604.769143722202
10162.239053373833,12440.132752885975,11604.769143722202
10162.239053373833,12440.132752885975,11604.769143722202
10162.239053373833,12440.132752885975,11604.769143722202
10162.239053373833,12440.132752885975,11604.769143722202
10162.239053373833,12440.132752885975,11604.769143722202
10162.239053373833,12440.132752885975,11604.769143722202
10162.239053373833,12440.132752885975,11604.769143722202
10162.239053373833,12440.132752885975,11604.769143722202
10162.239053373833,12440.132752885975,11604.769143722202
10162.239053373833,12440.132752885975,11604.769143722202
10162.239053373833,12440.132752885975,11604.769143722202
10162.239053373833,12440.132752885975,11604.769143722202
10162.239053373833,12440.132752885975,11604.769143722202
10162.239053373833,12440.132752885975,11604.769143722202
10162.239053373833,12440.132752885975,11604.769143722202
10162.239053373833,12440.132752885975,11604.769143722202
10162.239053373833,12440.132752885975,11604.769143722202
10162.239053373833,12440.132752885975,11604.769143722202
10162.239053373833,12440.132752885975,11604.769143722202
10162.239053373833,12440.132752885975,11604.769143722202
10162.239053373833,12440.132752885975,11604.769143722202
10162.239053373833,12440.132752885975,11604.769143722202
10162.239053373833,12440.132752885975,11604.769143722202
10162.239053373833,12440.132752885975,11604.769143722202
9151.096267563136,12440.132752885975,11604.769143722202
9151.096267563136,12440.132752885975,11604.769143722202
9151.096267563136,12440.132752885975,11604.769143722202
9151.096267563136,12440.132752885975,11604.769143722202
9151.096267563136,12440.132752885975,11604.769143722202
9151.096267563136,12440.132752885975,11604.769143722202
9151.096267563136,12440.132752885975,11604.769143722202
9151.096267563136,12440.132752885975,11604.769143722202
9151.096267563136,12440.132752885975,11604.769143722202
9151.096267563136,12440.132752885975,11604.769143722202
9151.096267563136,12440.132752885975,11604.769143722202
9151.096267563136,12440.132752885975,11604.769143722202
9151.096267563136,12440.132752885975,11604.769143722202
9809.122931940086,12440.132752885975,11604.769143722202
9809.122931940086,12440.132752885975,11604.769143722202
9809.122931940086,12440.132752885975,11604.769143722202
9809.122931940086,12440.132752885975,11604.769143722202
8803.687831416228,12440.132752885975,11604.769143722202
8803.687831416228,12440.132752885975,11604.769143722202
9948.88716565054,12440.132752885975,11604.769143722202
9948.88716565054,12440.132752885975,11604.769143722202
9948.88716565054,12440.132752885975,11604.769143722202
9948.88716565054,12440.132752885975,11604.769143722202
9948.88716565054,12440.132752885975,11604.769143722202
9948.88716565054,12440.132752885975,11604.769143722202
9948.88716565054,12440.132752885975,11604.769143722202
8958.972892668311,11202.339543973821,10450.094613921843
8958.972892668311,11202.339543973821,10450.094613921843
8958.972892668311,11202.339543973821,10450.094613921843
8958.972892668311,11202.339543973821,10450.094613921843
8040.678171169809,10054.099740716505,9378.959915994854
7216.508658624903,10054.099740716505,9378.959915994854
7216.508658624903,10054.099740716505,9378.959915994854
7266.854189932818,10117.05201694167,9437.684902872137
7266.854189932818,10117.05201694167,9437.684902872137
7323.437303969805,10117.05201694167,9437.684902872137
6594.75529222481,9110.405341255973,8498.635255036359
5930.33369653316,8192.532003124434,8498.635255036359
7982.94173437029,9160.761572093586,8498.635255036359
7982.94173437029,9160.761572093586,8498.635255036359
8625.46824246498,10048.387673724057,9326.656643552014
9480.826179392487,11117.931041684957,10324.379426816204
9480.826179392487,11117.931041684957,10324.379426816204
9480.826179392487,11117.931041684957,10324.379426816204
9480.826179392487,11117.931041684957,10324.379426816204
9480.826179392487,11117.931041684957,10324.379426816204
9480.826179392487,11117.931041684957,10324.379426816204
9480.826179392487,11117.931041684957,10324.379426816204
9480.826179392487,11117.931041684957,10324.379426816204
9480.826179392487,11117.931041684957,10324.379426816204
9480.826179392487,11117.931041684957,10324.379426816204
9480.826179392487,11117.931041684957,10324.379426816204
9480.826179392487,11117.931041684957,10324.379426816204
8537.483974542934,11117.931041684957,10324.379426816204
8654.39234034689,10011.696903037304,9297.10367384799
8654.39234034689,10011.696903037304,9297.10367384799
8654.39234034689,10011.696903037304,9297.10367384799
7782.462312056941,10011.696903037304,9297.10367384799
7782.462312056941,10011.696903037304,9297.10367384799
7782.462312056941,10011.696903037304,9297.10367384799
7782.462312056941,10011.696903037304,9297.10367384799
7782.462312056941,10011.696903037304,9297.10367384799
7782.462312056941,10011.696903037304,9297.10367384799
7782.462312056941,10011.696903037304,9297.10367384799
7782.462312056941,10011.696903037304,9297.10367384799
7782.462312056941,10011.696903037304,9297.10367384799
7782.462312056941,10011.696903037304,9297.10367384799
7782.462312056941,10011.696903037304,9297.10367384799
7008.107312007276,9015.533061185093,9297.10367384799
7047.1210324975955,9065.72200254415,9297.10367384799
8505.664815140351,10953.715767246265,10189.196078769808
8505.664815140351,10953.715767246265,10189.196078769808
8505.664815140351,10953.715767246265,10189.196078769808
8505.664815140351,10953.715767246265,10189.196078769808
7633.834171588465,10953.715767246265,10189.196078769808
7633.834171588465,10953.715767246265,10189.196078769808
7633.834171588465,10953.715767246265,10189.196078769808
8428.142954817538,10953.715767246265,10189.196078769808
8428.142954817538,10953.715767246265,10189.196078769808
8428.142954817538,10953.715767246265,10189.196078769808
8428.142954817538,10953.715767246265,10189.196078769808
7589.542730813193,9863.821048405262,9175.371068932212
7589.542730813193,9863.821048405262,9175.371068932212
7589.542730813193,9863.821048405262,9175.371068932212
7589.542730813193,9863.821048405262,9175.371068932212
7589.542730813193,9863.821048405262,9175.371068932212
7589.542730813193,9863.821048405262,9175.371068932212
6811.614600904841,9863.821048405262,9175.371068932212
6811.614600904841,9863.821048405262,9175.371068932212
6133.858948114809,8882.370854088938,8262.421647573457
6133.858948114809,8882.370854088938,8262.421647573457
7431.985138179081,10658.189323711316,9914.296040862755
7431.985138179081,10658.189323711316,9914.296040862755
7431.985138179081,10658.189323711316,9914.296040862755
6670.2066615157255,9565.724918030906,8898.080696674322
6670.2066615157255,9565.724918030906,8898.080696674322
7085.687588208244,9565.724918030906,8898.080696674322
7085.687588208244,9565.724918030906,8898.080696674322
7085.687588208244,9565.724918030906,8898.080696674322
7085.687588208244,9565.724918030906,8898.080696674322
7085.687588208244,9565.724918030906,8898.080696674322
7922.069737692716,10765.178244489285,10013.817620135642
7123.921211620175,9680.58653635699,9004.925494906975
7123.921211620175,9680.58653635699,9004.925494906975
7123.921211620175,9680.58653635699,9004.925494906975
7123.921211620175,9680.58653635699,9004.925494906975
7123.921211620175,9680.58653635699,9004.925494906975
