date,open,high,low,close,volume,signals
2018-05-06 01:00:00,0.88446,0.88489,0.8558399999999999,0.87365,2314002.69,
2018-05-06 02:00:00,0.87365,0.88,0.8700200000000001,0.87966,574641.27,
2018-05-06 03:00:00,0.87966,0.8814,0.8562299999999999,0.866,950685.65,
2018-05-06 04:00:00,0.866,0.87066,0.86001,0.86682,741843.07,
2018-05-06 05:00:00,0.86666,0.87689,0.86251,0.86561,444701.78,
2018-05-06 06:00:00,0.86716,0.87,0.85,0.8555,954134.8,
2018-05-06 07:00:00,0.8557600000000001,0.86001,0.8377399999999999,0.8581,1458553.14,
2018-05-06 08:00:00,0.85801,0.86979,0.8541200000000001,0.8619600000000001,627092.56,
2018-05-06 09:00:00,0.8624,0.86995,0.85401,0.86582,362929.08,
2018-05-06 10:00:00,0.8658,0.8715,0.85154,0.8575,561248.09,
2018-05-06 11:00:00,0.8575,0.8712,0.85705,0.8671,474986.79,
2018-05-06 12:00:00,0.86711,0.87095,0.866,0.86715,416081.75,
2018-05-06 13:00:00,0.8671200000000001,0.8689899999999999,0.86,0.86154,397554.76,
2018-05-06 14:00:00,0.86155,0.8653700000000001,0.8550200000000001,0.85674,220930.98,
2018-05-06 15:00:00,0.85672,0.86,0.85301,0.85309,298282.75,
2018-05-06 16:00:00,0.85354,0.8566600000000001,0.85001,0.8538,157930.04,
2018-05-06 17:00:00,0.8538,0.8682200000000001,0.8511,0.86165,304951.15,
2018-05-06 18:00:00,0.862,0.8672799999999999,0.8599899999999999,0.8648299999999999,263164.4,
2018-05-06 19:00:00,0.86482,0.8688600000000001,0.8440000000000001,0.8440000000000001,499950.06,
2018-05-06 20:00:00,0.8440200000000001,0.8477399999999999,0.8163,0.825,1608530.65,
2018-05-06 21:00:00,0.8259799999999999,0.8269,0.81179,0.8205,1067407.79,
2018-05-06 22:00:00,0.82101,0.8270000000000001,0.8,0.823,2191401.66,
2018-05-06 23:00:00,0.823,0.8264299999999999,0.81592,0.8198700000000001,784263.42,
2018-05-07 00:00:00,0.8190000000000001,0.8233799999999999,0.80781,0.82,506874.52,
2018-05-07 01:00:00,0.82,0.82499,0.81999,0.8231700000000001,333889.13,
2018-05-07 02:00:00,0.82315,0.82315,0.80201,0.8107300000000001,534197.53,
2018-05-07 03:00:00,0.81076,0.83349,0.80701,0.8279700000000001,844345.21,
2018-05-07 04:00:00,0.8270299999999999,0.836,0.81,0.8109999999999999,702546.47,
2018-05-07 05:00:00,0.8109999999999999,0.8246,0.81005,0.81401,534868.18,
2018-05-07 06:00:00,0.8163699999999999,0.8222,0.81253,0.82,444384.26,
2018-05-07 07:00:00,0.8187,0.8255600000000001,0.8159,0.82258,726763.65,
2018-05-07 08:00:00,0.8209200000000001,0.82258,0.8121,0.81305,440602.55,
2018-05-07 09:00:00,0.81305,0.8169,0.8,0.8114,1609919.21,
2018-05-07 10:00:00,0.81126,0.82,0.8086300000000001,0.8197,571427.53,
2018-05-07 11:00:00,0.8196899999999999,0.8248,0.81525,0.81945,822890.89,
2018-05-07 12:00:00,0.82,0.828,0.81947,0.82415,316335.86,
2018-05-07 13:00:00,0.8241299999999999,0.8311,0.8219,0.8261200000000001,286701.12,
2018-05-07 14:00:00,0.8258,0.83806,0.82521,0.83311,612500.3,
2018-05-07 15:00:00,0.83324,0.8394799999999999,0.82801,0.83885,452660.73,
