,num_candles,median_multiplier,sdev_multiplier,window_lookback,ending_capital
231,4,7,8,24,32862.52439403761
232,4,7,10,24,35376.819816897085
233,4,7,12,24,33600.99226237362
234,4,7,14,24,35966.30218067761
235,4,7,16,24,35966.30218067761
236,4,7,18,24,35961.41987168706
237,4,7,20,24,35961.41987168706
238,4,7,22,24,35961.41987168706
239,4,7,24,24,35961.41987168706
240,4,8,6,24,30843.447244408602
241,4,8,8,24,33820.917071739794
242,4,8,10,24,34564.634761924695
243,4,8,12,24,35128.60441372644
244,4,8,14,24,35966.30218067761
245,4,8,16,24,35961.41987168706
246,4,8,18,24,35961.41987168706
247,4,8,20,24,35961.41987168706
248,4,8,22,24,35961.41987168706
249,4,8,24,24,35961.41987168706
250,4,9,6,24,33733.26769888705
251,4,9,8,24,35409.05156451168
252,4,9,10,24,33600.99226237362
253,4,9,12,24,35966.30218067761
254,4,9,14,24,35966.30218067761
255,4,9,16,24,35961.41987168706
256,4,9,18,24,35961.41987168706
257,4,9,20,24,35961.41987168706
258,4,9,22,24,35961.41987168706
259,4,9,24,24,35961.41987168706
260,4,10,6,24,31810.535233053288
261,4,10,8,24,35545.46439985631
262,4,10,10,24,35162.757719687375
263,4,10,12,24,35966.30218067761
264,4,10,14,24,35966.30218067761
265,4,10,16,24,35961.41987168706
266,4,10,18,24,35961.41987168706
267,4,10,20,24,35961.41987168706
268,4,10,22,24,35961.41987168706
269,4,10,24,24,35961.41987168706
270,5,2,6,24,14713.339482725263
271,5,2,8,24,19735.626371133847
272,5,2,10,24,30040.38770705904
273,5,2,12,24,27780.429694861905
274,5,2,14,24,35195.33480568241
275,5,2,16,24,35197.83782415711
276,5,2,18,24,35361.41343324069
277,5,2,20,24,33495.56807570873
278,5,2,22,24,34288.67010683378
279,5,2,24,24,35259.40673555512
280,5,3,6,24,15667.539305082315
281,5,3,8,24,22570.85693010634
282,5,3,10,24,28220.021563131453
283,5,3,12,24,28525.92668576596
284,5,3,14,24,35951.67304984116
285,5,3,16,24,35562.85547954453
286,5,3,18,24,34543.10073152629
287,5,3,20,24,34293.325314635185
288,5,3,22,24,35259.40673555512
289,5,3,24,24,35961.41987168706
290,5,4,6,24,20676.453251467552
291,5,4,8,24,23403.89717112611
292,5,4,10,24,28811.610220242375
293,5,4,12,24,33652.51556005558
294,5,4,14,24,35004.81580476752
295,5,4,16,24,33827.87964444699
296,5,4,18,24,33495.56807570873
297,5,4,20,24,34326.16545177392
298,5,4,22,24,35961.41987168706
299,5,4,24,24,35961.41987168706
300,5,5,6,24,19854.127015512262
301,5,5,8,24,27931.34849611432
302,5,5,10,24,30835.22770954551
303,5,5,12,24,35685.0090847856
304,5,5,14,24,35880.932114195704
305,5,5,16,24,32802.0363398741
306,5,5,18,24,34330.82575013802
307,5,5,20,24,35961.41987168706
308,5,5,22,24,35961.41987168706
309,5,5,24,24,35961.41987168706
310,5,6,6,24,23199.25940806931
311,5,6,8,24,26435.202429783676
312,5,6,10,24,31819.883043115624
313,5,6,12,24,35334.59640611302
314,5,6,14,24,33742.76559102533
315,5,6,16,24,33532.19614775298
316,5,6,18,24,35966.30218067761
317,5,6,20,24,35961.41987168706
318,5,6,22,24,35961.41987168706
319,5,6,24,24,35961.41987168706
320,5,7,6,24,26965.43068515185
321,5,7,8,24,29719.222386787256
322,5,7,10,24,34959.99414351419
323,5,7,12,24,36022.76805391477
324,5,7,14,24,32837.90602112683
325,5,7,16,24,35128.60441372644
326,5,7,18,24,35961.41987168706
327,5,7,20,24,35961.41987168706
328,5,7,22,24,35961.41987168706
329,5,7,24,24,35961.41987168706
330,5,8,6,24,28257.315096131613
331,5,8,8,24,32268.336274844285
332,5,8,10,24,35875.77233411225
333,5,8,12,24,34655.718234278385
334,5,8,14,24,33544.84460654616
335,5,8,16,24,35966.30218067761
336,5,8,18,24,35961.41987168706
337,5,8,20,24,35961.41987168706
338,5,8,22,24,35961.41987168706
339,5,8,24,24,35961.41987168706
340,5,9,6,24,26578.72451579636
341,5,9,8,24,32929.988212494165
342,5,9,10,24,34873.645930435894
343,5,9,12,24,33600.99226237362
344,5,9,14,24,35128.60441372644
345,5,9,16,24,35966.30218067761
346,5,9,18,24,35961.41987168706
347,5,9,20,24,35961.41987168706
348,5,9,22,24,35961.41987168706
349,5,9,24,24,35961.41987168706
350,5,10,6,24,29234.41066710368
351,5,10,8,24,32747.362403403044
352,5,10,10,24,35366.431800904444
353,5,10,12,24,33544.84460654616
354,5,10,14,24,35966.30218067761
355,5,10,16,24,35961.41987168706
356,5,10,18,24,35961.41987168706
357,5,10,20,24,35961.41987168706
358,5,10,22,24,35961.41987168706
359,5,10,24,24,35961.41987168706
360,6,2,6,24,11320.476343728826
361,6,2,8,24,17601.373340265603
362,6,2,10,24,21753.437902177153
363,6,2,12,24,30975.515582561024
364,6,2,14,24,27089.33887856721
365,6,2,16,24,35677.258347865674
366,6,2,18,24,35725.20115503423
367,6,2,20,24,34600.91927723226
368,6,2,22,24,34543.10073152629
369,6,2,24,24,34288.67010683378
370,6,3,6,24,13014.171858901884
371,6,3,8,24,20191.508587330387
372,6,3,10,24,24448.753636085312
373,6,3,12,24,28072.024928591374
374,6,3,14,24,30347.225524692236
375,6,3,16,24,37082.921579837894
376,6,3,18,24,34973.90594702821
377,6,3,20,24,34543.10073152629
378,6,3,22,24,33491.02116086773
379,6,3,24,24,34776.91842921568
380,6,4,6,24,14563.998741296544
381,6,4,8,24,20098.069855687867
382,6,4,10,24,27660.32787535895
383,6,4,12,24,28461.049602428346
384,6,4,14,24,35904.73572286444
385,6,4,16,24,36312.76162907701
386,6,4,18,24,33827.87964444699
387,6,4,20,24,33495.56807570873
388,6,4,22,24,34776.91842921568
389,6,4,24,24,35259.40673555512
390,6,5,6,24,17968.17211851476
391,6,5,8,24,20158.90889891344
392,6,5,10,24,28692.602459942416
393,6,5,12,24,29720.68798034499
394,6,5,14,24,35140.118245375605
395,6,5,16,24,35880.932114195704
396,6,5,18,24,33771.352857118385
397,6,5,20,24,34781.6399241432
398,6,5,22,24,35259.40673555512
399,6,5,24,24,35961.41987168706
400,6,6,6,24,18255.968134903927
401,6,6,8,24,24000.172426981808
402,6,6,10,24,27967.276844874978
403,6,6,12,24,33228.72870827109
404,6,6,14,24,36022.76805391477
405,6,6,16,24,34798.029044814415
406,6,6,18,24,33972.52314189377
407,6,6,20,24,34326.16545177392
408,6,6,22,24,35961.41987168706
409,6,6,24,24,35961.41987168706
410,6,7,6,24,19110.780396941154
411,6,7,8,24,27245.972373633827
412,6,7,10,24,30512.729401247016
413,6,7,12,24,35308.56424994606
414,6,7,14,24,35880.932114195704
415,6,7,16,24,33269.11596599423
416,6,7,18,24,35128.60441372644
417,6,7,20,24,35961.41987168706
418,6,7,22,24,35961.41987168706
419,6,7,24,24,35961.41987168706
420,6,8,6,24,21733.030397893348
421,6,8,8,24,26919.65863819202
422,6,8,10,24,32170.959387670417
423,6,8,12,24,34908.80744422602
424,6,8,14,24,34617.86291043874
425,6,8,16,24,33544.84460654616
426,6,8,18,24,35966.30218067761
427,6,8,20,24,35961.41987168706
428,6,8,22,24,35961.41987168706
429,6,8,24,24,35961.41987168706
430,6,9,6,24,24571.43008984215
431,6,9,8,24,29889.392407339223
432,6,9,10,24,31681.755487742797
433,6,9,12,24,36022.76805391477
434,6,9,14,24,33600.99226237362
435,6,9,16,24,35128.60441372644
436,6,9,18,24,35961.41987168706
437,6,9,20,24,35961.41987168706
438,6,9,22,24,35961.41987168706
439,6,9,24,24,35961.41987168706
440,6,10,6,24,31006.08140669704
441,6,10,8,24,33517.72986677035
442,6,10,10,24,34553.66162413815
443,6,10,12,24,35926.70237521804
444,6,10,14,24,33544.84460654616
445,6,10,16,24,35966.30218067761
446,6,10,18,24,35961.41987168706
447,6,10,20,24,35961.41987168706
448,6,10,22,24,35961.41987168706
449,6,10,24,24,35961.41987168706
450,7,2,6,24,10516.51843306284
451,7,2,8,24,19210.375565245908
452,7,2,10,24,21718.365420247064
453,7,2,12,24,22701.25627989378
454,7,2,14,24,31600.552039625985
455,7,2,16,24,29568.47412260645
456,7,2,18,24,36623.70114871876
457,7,2,20,24,35354.46516798295
458,7,2,22,24,35017.34374854715
459,7,2,24,24,34538.411617521124
460,7,3,6,24,11449.422399912884
461,7,3,8,24,17997.557814154567
462,7,3,10,24,21570.550961909754
463,7,3,12,24,29805.155083816768
464,7,3,14,24,25540.950922105858
465,7,3,16,24,32237.26236022907
466,7,3,18,24,36410.11222444777
467,7,3,20,24,34408.03176209343
468,7,3,22,24,34543.10073152629
469,7,3,24,24,33491.02116086773
470,7,4,6,24,12961.026648529765
471,7,4,8,24,18885.923133984354
472,7,4,10,24,22670.82485669733
473,7,4,12,24,30637.008364885492
474,7,4,14,24,27986.00116898779
475,7,4,16,24,36925.75073379327
476,7,4,18,24,35925.134010912356
477,7,4,20,24,33827.87964444699
478,7,4,22,24,33495.56807570873
479,7,4,24,24,34288.67010683378
480,7,5,6,24,12947.646769124463
481,7,5,8,24,18548.073133857182
482,7,5,10,24,23651.022627052742
483,7,5,12,24,27224.499924859683
484,7,5,14,24,33276.06707884457
485,7,5,16,24,35866.421496282615
486,7,5,18,24,34973.90594702821
487,7,5,20,24,34543.10073152629
488,7,5,22,24,34288.67010683378
489,7,5,24,24,35722.4145419821
490,7,6,6,24,16187.093975093738
491,7,6,8,24,21874.5519145773
492,7,6,10,24,27461.584238032057
493,7,6,12,24,29252.034128910494
494,7,6,14,24,34557.322860843575
495,7,6,16,24,36312.76162907701
496,7,6,18,24,33827.87964444699
497,7,6,20,24,33495.56807570873
498,7,6,22,24,34776.91842921568
499,7,6,24,24,35961.41987168706
500,7,7,6,24,18715.26254016691
501,7,7,8,24,22366.412474916055
502,7,7,10,24,29015.34172195755
503,7,7,12,24,30686.574034574693
504,7,7,14,24,35001.78090127964
505,7,7,16,24,35880.932114195704
506,7,7,18,24,32747.22374885099
507,7,7,20,24,34781.6399241432
508,7,7,22,24,35961.41987168706
509,7,7,24,24,35961.41987168706
510,7,8,6,24,19954.105925403794
511,7,8,8,24,24776.098980092047
512,7,8,10,24,29230.89094582529
513,7,8,12,24,34200.78145113944
514,7,8,14,24,36022.76805391477
515,7,8,16,24,32802.0363398741
516,7,8,18,24,33213.52287938682
517,7,8,20,24,35961.41987168706
518,7,8,22,24,35961.41987168706
519,7,8,24,24,35961.41987168706
520,7,9,6,24,20753.09646852564
521,7,9,8,24,25511.730172871776
522,7,9,10,24,32966.224578144145
523,7,9,12,24,33497.75897612566
524,7,9,14,24,35880.932114195704
525,7,9,16,24,33269.11596599423
526,7,9,18,24,35128.60441372644
527,7,9,20,24,35961.41987168706
528,7,9,22,24,35961.41987168706
529,7,9,24,24,35961.41987168706
530,7,10,6,24,24712.519036869435
531,7,10,8,24,26635.569877008504
532,7,10,10,24,33661.048593504725
533,7,10,12,24,34908.80744422602
534,7,10,14,24,35110.79872386663
535,7,10,16,24,33544.84460654616
536,7,10,18,24,35966.30218067761
537,7,10,20,24,35961.41987168706
538,7,10,22,24,35961.41987168706
539,7,10,24,24,35961.41987168706
540,8,2,6,24,12226.247178575743
541,8,2,8,24,13177.230573662933
542,8,2,10,24,17218.491658216964
543,8,2,12,24,23841.274377074933
544,8,2,14,24,28110.16825074601
545,8,2,16,24,28305.415403154075
546,8,2,18,24,29304.68306877678
547,8,2,20,24,36462.98146754247
548,8,2,22,24,34586.46627618819
549,8,2,24,24,34958.82935262003
550,8,3,6,24,11033.161554848943
551,8,3,8,24,15811.554706758203
552,8,3,10,24,19290.436138029243
553,8,3,12,24,23536.64524200376
554,8,3,14,24,29275.672540275056
555,8,3,16,24,27162.20387345754
556,8,3,18,24,35731.77520847698
557,8,3,20,24,36280.329819786384
558,8,3,22,24,34408.03176209343
559,8,3,24,24,34543.10073152629
560,8,4,6,24,10877.596100648865
561,8,4,8,24,19151.13333240961
562,8,4,10,24,19818.95525741101
563,8,4,12,24,24836.238041184042
564,8,4,14,24,29416.078612729994
565,8,4,16,24,30159.153936004644
566,8,4,18,24,36606.29975606176
567,8,4,20,24,35016.99047374917
568,8,4,22,24,33771.352857118385
569,8,4,24,24,34538.411617521124
570,8,5,6,24,12258.37377567449
571,8,5,8,24,18325.03786220235
572,8,5,10,24,22310.35571319649
573,8,5,12,24,29428.075794909448
574,8,5,14,24,26324.89127683841
575,8,5,16,24,34373.31945238123
576,8,5,18,24,35925.134010912356
577,8,5,20,24,34408.03176209343
578,8,5,22,24,34543.10073152629
579,8,5,24,24,34288.67010683378
580,8,6,6,24,14393.327630633155
581,8,6,8,24,19573.937372011434
582,8,6,10,24,20677.15904326762
583,8,6,12,24,28459.71168480736
584,8,6,14,24,31000.79297486751
585,8,6,16,24,35034.19862366792
586,8,6,18,24,36312.76162907701
587,8,6,20,24,33827.87964444699
588,8,6,22,24,33495.56807570873
589,8,6,24,24,34776.91842921568
590,8,7,6,24,13084.916506923391
591,8,7,8,24,22984.717089568
592,8,7,10,24,24751.98826541759
593,8,7,12,24,27765.10547856301
594,8,7,14,24,33914.73031705482
595,8,7,16,24,36067.14467902308
596,8,7,18,24,33998.853197939396
597,8,7,20,24,32747.22374885099
598,8,7,22,24,34776.91842921568
599,8,7,24,24,35961.41987168706
600,8,8,6,24,17805.384736382905
601,8,8,8,24,23579.952401005034
602,8,8,10,24,28735.05525926193
603,8,8,12,24,31425.16828199894
604,8,8,14,24,33243.337940694975
605,8,8,16,24,36312.76162907701
606,8,8,18,24,33827.87964444699
607,8,8,20,24,33972.52314189377
608,8,8,22,24,35961.41987168706
609,8,8,24,24,35961.41987168706
610,8,9,6,24,18872.647277276195
611,8,9,8,24,24577.831703945136
612,8,9,10,24,27847.967940128776
613,8,9,12,24,31621.438727650628
614,8,9,14,24,35234.15114002353
615,8,9,16,24,35109.26501903009
616,8,9,18,24,33213.52287938682
617,8,9,20,24,35589.89459351959
618,8,9,22,24,35961.41987168706
619,8,9,24,24,35961.41987168706
620,8,10,6,24,20736.030205454652
621,8,10,8,24,24685.689494294853
622,8,10,10,24,31280.190738463083
623,8,10,12,24,33970.53574627431
624,8,10,14,24,35588.686485876315
625,8,10,16,24,33269.11596599423
626,8,10,18,24,33985.33769353151
627,8,10,20,24,35961.41987168706
628,8,10,22,24,35961.41987168706
629,8,10,24,24,35961.41987168706
630,9,2,6,24,11259.732184003362
631,9,2,8,24,11348.58610929668
632,9,2,10,24,18524.369383840276
633,9,2,12,24,21070.840717152747
634,9,2,14,24,24070.036297835562
635,9,2,16,24,28585.854679438547
636,9,2,18,24,27076.53717989736
637,9,2,20,24,33423.020611950844
638,9,2,22,24,35489.70903001635
639,9,2,24,24,34586.46627618819
640,9,3,6,24,12183.338286914368
641,9,3,8,24,13170.645528874544
642,9,3,10,24,17873.16710776781
643,9,3,12,24,21589.52799409025
644,9,3,14,24,27199.197047460537
645,9,3,16,24,28443.59395928375
646,9,3,18,24,27185.639745246273
647,9,3,20,24,35810.06694281144
648,9,3,22,24,35354.46516798295
649,9,3,24,24,34987.45215202022
650,9,4,6,24,11078.114686890887
651,9,4,8,24,15102.060844623193
652,9,4,10,24,18416.35454699972
653,9,4,12,24,23281.13745353015
654,9,4,14,24,26734.44828398209
655,9,4,16,24,27617.36839363437
656,9,4,18,24,33564.050550555025
657,9,4,20,24,36280.329819786384
658,9,4,22,24,34040.73655238415
659,9,4,24,24,34177.79343883917
660,9,5,6,24,10576.785847548483
661,9,5,8,24,18363.053747677077
662,9,5,10,24,22595.50498877528
663,9,5,12,24,22977.666439266755
664,9,5,14,24,29724.169100661482
665,9,5,16,24,28551.900348816835
666,9,5,18,24,35642.645707659845
667,9,5,20,24,35016.99047374917
668,9,5,22,24,34235.00052998685
669,9,5,24,24,34543.10073152629
670,9,6,6,24,11407.07138581152
671,9,6,8,24,19632.342780722236
672,9,6,10,24,22789.819778957328
673,9,6,12,24,24831.553486402965
674,9,6,14,24,26336.440251491713
675,9,6,16,24,31717.414426554056
676,9,6,18,24,35303.19535864399
677,9,6,20,24,34408.03176209343
678,9,6,22,24,33771.352857118385
679,9,6,24,24,33491.02116086773
680,9,7,6,24,14069.112188901609
681,9,7,8,24,19347.72250868244
682,9,7,10,24,22031.20938233966
683,9,7,12,24,28363.456056390027
684,9,7,14,24,29635.964336667996
685,9,7,16,24,34962.32311443453
686,9,7,18,24,35925.134010912356
687,9,7,20,24,33827.87964444699
688,9,7,22,24,32747.22374885099
689,9,7,24,24,34288.67010683378
690,9,8,6,24,13614.75009746831
691,9,8,8,24,20112.24550907737
692,9,8,10,24,22547.43795842298
693,9,8,12,24,27332.44817334322
694,9,8,14,24,33474.40709258654
695,9,8,16,24,35180.466988413486
696,9,8,18,24,36312.76162907701
697,9,8,20,24,33771.352857118385
698,9,8,22,24,33495.56807570873
699,9,8,24,24,36433.64614184724
700,9,9,6,24,16346.323965363648
701,9,9,8,24,22755.055124849132
702,9,9,10,24,25891.064797266277
703,9,9,12,24,29432.673411215124
704,9,9,14,24,33582.42774444971
705,9,9,16,24,34819.382792266406
706,9,9,18,24,33267.66270927771
707,9,9,20,24,32747.22374885099
708,9,9,22,24,35585.063380639396
709,9,9,24,24,35961.41987168706
710,9,10,6,24,17717.145319609717
711,9,10,8,24,23603.38410962161
712,9,10,10,24,26951.653404134555
713,9,10,12,24,32974.565467482666
714,9,10,14,24,34176.97003488172
715,9,10,16,24,35880.932114195704
716,9,10,18,24,32802.0363398741
717,9,10,20,24,33985.33769353151
718,9,10,22,24,35961.41987168706
719,9,10,24,24,35961.41987168706
720,10,2,6,24,10763.855214411711
721,10,2,8,24,11022.991446215814
722,10,2,10,24,19897.463221001693
723,10,2,12,24,18256.362430550744
724,10,2,14,24,24106.88964311609
725,10,2,16,24,26840.129828282057
726,10,2,18,24,27734.230152370747
727,10,2,20,24,27287.74012249007
728,10,2,22,24,35408.66612376564
729,10,2,24,24,34377.30111330461
730,10,3,6,24,10820.35689271762
731,10,3,8,24,11639.609666511844
732,10,3,10,24,19196.76004059136
733,10,3,12,24,21788.784774800224
734,10,3,14,24,23205.139855459423
735,10,3,16,24,27454.090047022382
736,10,3,18,24,27087.721164014474
737,10,3,20,24,33063.54557210638
738,10,3,22,24,36410.11222444777
739,10,3,24,24,34586.46627618819
740,10,4,6,24,11586.765348672718
741,10,4,8,24,12179.4534498531
742,10,4,10,24,17954.56495891033
743,10,4,12,24,21674.955097892045
744,10,4,14,24,24208.241481999903
745,10,4,16,24,27919.02502166707
746,10,4,18,24,28079.911910762577
747,10,4,20,24,33488.19000652886
748,10,4,22,24,35354.46516798295
749,10,4,24,24,34408.03176209343
750,10,5,6,24,11313.066411799062
751,10,5,8,24,14852.387677590961
752,10,5,10,24,18695.379878116444
753,10,5,12,24,24007.897148528864
754,10,5,14,24,26102.751326444264
755,10,5,16,24,26903.570577677252
756,10,5,18,24,32910.946641768176
757,10,5,20,24,36462.16622035543
758,10,5,22,24,34040.73655238415
759,10,5,24,24,34177.79343883917
760,10,6,6,24,10398.08319946734
761,10,6,8,24,17060.137199738547
762,10,6,10,24,21422.619806823946
763,10,6,12,24,21648.193938209937
764,10,6,14,24,28721.86205454725
765,10,6,16,24,27979.480921766764
766,10,6,18,24,34890.16878933358
767,10,6,20,24,37045.376032724016
768,10,6,22,24,34408.03176209343
769,10,6,24,24,33771.352857118385
770,10,7,6,24,11212.27116881494
771,10,7,8,24,18448.47234741861
772,10,7,10,24,22410.266435978334
773,10,7,12,24,24079.835238718777
774,10,7,14,24,26097.385844273816
775,10,7,16,24,32904.05194384298
776,10,7,18,24,35458.39026269399
777,10,7,20,24,34040.73655238415
778,10,7,22,24,33827.87964444699
779,10,7,24,24,33491.02116086773
780,10,8,6,24,13250.382419934796
781,10,8,8,24,18106.414808186328
782,10,8,10,24,21236.02563474923
783,10,8,12,24,29181.332807118757
784,10,8,14,24,26904.66257383175
785,10,8,16,24,34623.13942828643
786,10,8,18,24,35925.134010912356
787,10,8,20,24,33668.0413450185
788,10,8,22,24,33771.352857118385
789,10,8,24,24,34288.67010683378
790,10,9,6,24,14000.045478378297
791,10,9,8,24,19113.832603469218
792,10,9,10,24,21948.936969728413
793,10,9,12,24,27762.493922472284
794,10,9,14,24,32149.82923094216
795,10,9,16,24,34403.86450944994
796,10,9,18,24,35925.134010912356
797,10,9,20,24,33827.87964444699
798,10,9,22,24,32747.22374885099
799,10,9,24,24,35585.063380639396
800,10,10,6,24,15378.93891643029
801,10,10,8,24,22578.7971526133
802,10,10,10,24,25314.39612695197
803,10,10,12,24,29647.31320555634
804,10,10,14,24,33022.707528687904
805,10,10,16,24,34377.63760053268
806,10,10,18,24,33267.66270927771
807,10,10,20,24,32747.22374885099
808,10,10,22,24,35589.89459351959
809,10,10,24,24,35961.41987168706
810,2,2,6,36,27690.54875571835
811,2,2,8,36,38767.154978304614
812,2,2,10,36,35946.2127707281
813,2,2,12,36,32162.374029427014
814,2,2,14,36,34195.82951970425
815,2,2,16,36,35961.41987168706
816,2,2,18,36,35961.41987168706
817,2,2,20,36,35961.41987168706
818,2,2,22,36,35961.41987168706
819,2,2,24,36,35961.41987168706
820,2,3,6,36,32809.3055443854
821,2,3,8,36,39972.386720147704
822,2,3,10,36,35497.81131321148
823,2,3,12,36,33844.65835663911
824,2,3,14,36,36162.89585952949
825,2,3,16,36,35961.41987168706
826,2,3,18,36,35961.41987168706
827,2,3,20,36,35961.41987168706
828,2,3,22,36,35961.41987168706
829,2,3,24,36,35961.41987168706
830,2,4,6,36,35098.33494234593
831,2,4,8,36,33631.91556018364
832,2,4,10,36,33832.00724357234
833,2,4,12,36,35125.52730041795
834,2,4,14,36,35961.41987168706
835,2,4,16,36,35961.41987168706
836,2,4,18,36,35961.41987168706
837,2,4,20,36,35961.41987168706
838,2,4,22,36,35961.41987168706
839,2,4,24,36,35961.41987168706
840,2,5,6,36,39561.53311340105
841,2,5,8,36,36687.72456371494
842,2,5,10,36,33257.360417191034
843,2,5,12,36,35824.87490326895
844,2,5,14,36,35961.41987168706
845,2,5,16,36,35961.41987168706
846,2,5,18,36,35961.41987168706
847,2,5,20,36,35961.41987168706
848,2,5,22,36,35961.41987168706
849,2,5,24,36,35961.41987168706
850,2,6,6,36,33979.6369079072
851,2,6,8,36,34487.96776178411
852,2,6,10,36,35436.373358108685
853,2,6,12,36,34929.83085125019
854,2,6,14,36,35961.41987168706
855,2,6,16,36,35961.41987168706
856,2,6,18,36,35961.41987168706
857,2,6,20,36,35961.41987168706
858,2,6,22,36,35961.41987168706
859,2,6,24,36,35961.41987168706
860,2,7,6,36,36465.79534828908
861,2,7,8,36,35024.176004248206
862,2,7,10,36,35701.253812759394
863,2,7,12,36,35317.910690238874
864,2,7,14,36,35961.41987168706
865,2,7,16,36,35961.41987168706
866,2,7,18,36,35961.41987168706
867,2,7,20,36,35961.41987168706
868,2,7,22,36,35961.41987168706
869,2,7,24,36,35961.41987168706
870,2,8,6,36,38149.386404265715
871,2,8,8,36,34602.51573358485
872,2,8,10,36,34929.83085125019
873,2,8,12,36,35961.41987168706
874,2,8,14,36,35961.41987168706
875,2,8,16,36,35961.41987168706
876,2,8,18,36,35961.41987168706
877,2,8,20,36,35961.41987168706
878,2,8,22,36,35961.41987168706
879,2,8,24,36,35961.41987168706
880,2,9,6,36,37019.55111822301
881,2,9,8,36,36067.12975735132
882,2,9,10,36,34929.83085125019
883,2,9,12,36,35961.41987168706
884,2,9,14,36,35961.41987168706
885,2,9,16,36,35961.41987168706
886,2,9,18,36,35961.41987168706
887,2,9,20,36,35961.41987168706
888,2,9,22,36,35961.41987168706
889,2,9,24,36,35961.41987168706
890,2,10,6,36,35826.03356145187
891,2,10,8,36,36067.12975735132
892,2,10,10,36,35317.910690238874
893,2,10,12,36,35961.41987168706
894,2,10,14,36,35961.41987168706
895,2,10,16,36,35961.41987168706
896,2,10,18,36,35961.41987168706
897,2,10,20,36,35961.41987168706
898,2,10,22,36,35961.41987168706
899,2,10,24,36,35961.41987168706
900,3,2,6,36,21446.13839953403
901,3,2,8,36,25098.838905777247
902,3,2,10,36,32636.481650881487
903,3,2,12,36,36224.419843143085
904,3,2,14,36,33712.79862300999
905,3,2,16,36,32126.421744550073
906,3,2,18,36,35210.52086001153
907,3,2,20,36,34326.16545177392
908,3,2,22,36,35259.40673555512
909,3,2,24,36,35961.41987168706
910,3,3,6,36,22101.021435975465
911,3,3,8,36,26741.284719366446
912,3,3,10,36,39673.7718092236
913,3,3,12,36,35482.51136421853
914,3,3,14,36,33417.63153239001
915,3,3,16,36,33363.25021243098
916,3,3,18,36,35205.741145886466
917,3,3,20,36,35259.40673555512
918,3,3,22,36,35961.41987168706
919,3,3,24,36,35961.41987168706
920,3,4,6,36,24794.170031569945
921,3,4,8,36,29451.914714438382
922,3,4,10,36,34964.2163361266
923,3,4,12,36,34689.115321129175
924,3,4,14,36,32581.677002957043
925,3,4,16,36,34312.32213889925
926,3,4,18,36,35205.741145886466
927,3,4,20,36,35961.41987168706
928,3,4,22,36,35961.41987168706
929,3,4,24,36,35961.41987168706
930,3,5,6,36,26207.025235795863
931,3,5,8,36,32453.357952611375
932,3,5,10,36,37949.51292974352
933,3,5,12,36,33863.14861844378
934,3,5,14,36,32766.233801197628
935,3,5,16,36,35210.52086001153
936,3,5,18,36,35259.40673555512
937,3,5,20,36,35961.41987168706
938,3,5,22,36,35961.41987168706
939,3,5,24,36,35961.41987168706
940,3,6,6,36,29284.134151116563
941,3,6,8,36,37169.483548572985
942,3,6,10,36,34723.706246563845
943,3,6,12,36,33176.36618549509
944,3,6,14,36,33546.620631723286
945,3,6,16,36,36162.89585952949
946,3,6,18,36,35961.41987168706
947,3,6,20,36,35961.41987168706
948,3,6,22,36,35961.41987168706
949,3,6,24,36,35961.41987168706
950,3,7,6,36,29556.409128445375
951,3,7,8,36,34972.70759270106
952,3,7,10,36,34020.17300429881
953,3,7,12,36,32124.325661861316
954,3,7,14,36,33946.726507979874
955,3,7,16,36,35961.41987168706
956,3,7,18,36,35961.41987168706
957,3,7,20,36,35961.41987168706
958,3,7,22,36,35961.41987168706
959,3,7,24,36,35961.41987168706
960,3,8,6,36,32444.958466007618
961,3,8,8,36,37133.04878491652
962,3,8,10,36,33752.126475679615
963,3,8,12,36,33430.86112560916
964,3,8,14,36,36609.249927806486
965,3,8,16,36,35961.41987168706
966,3,8,18,36,35961.41987168706
967,3,8,20,36,35961.41987168706
968,3,8,22,36,35961.41987168706
969,3,8,24,36,35961.41987168706
970,3,9,6,36,35486.59317071494
971,3,9,8,36,34574.3423228101
972,3,9,10,36,33877.41565059758
973,3,9,12,36,34458.66807112785
974,3,9,14,36,35961.41987168706
975,3,9,16,36,35961.41987168706
976,3,9,18,36,35961.41987168706
977,3,9,20,36,35961.41987168706
978,3,9,22,36,35961.41987168706
979,3,9,24,36,35961.41987168706
980,3,10,6,36,33319.53410319241
981,3,10,8,36,35139.134628404965
982,3,10,10,36,33490.21520881612
983,3,10,12,36,35559.07725924382
984,3,10,14,36,35961.41987168706
985,3,10,16,36,35961.41987168706
986,3,10,18,36,35961.41987168706
987,3,10,20,36,35961.41987168706
988,3,10,22,36,35961.41987168706
989,3,10,24,36,35961.41987168706
990,4,2,6,36,15072.096596350048
991,4,2,8,36,22513.409860442483
992,4,2,10,36,22082.69855991838
993,4,2,12,36,27633.117820890002
994,4,2,14,36,34721.48498906055
995,4,2,16,36,33094.54434765678
996,4,2,18,36,35216.61094791264
997,4,2,20,36,33760.021115491596
998,4,2,22,36,35009.8119012394
999,4,2,24,36,34326.16545177392
1000,4,3,6,36,16097.389380484568
1001,4,3,8,36,23509.334814079077
1002,4,3,10,36,24861.143579727996
1003,4,3,12,36,32074.748760755658
1004,4,3,14,36,34132.37303081442
1005,4,3,16,36,33432.78550925678
