0.0025,14501.081105218043
0.0024,14066.277401120868
0.0023,14786.83325828484
0.0022,15059.637619690808
0.0021,14775.642528931194
0.002,15099.78062653231
0.0019,15553.573609245508
0.0018,15857.21098173792
0.0017,16127.188934852156
0.0016,16058.793638133893
0.0015,15908.812257891204
0.0014,15462.932300918419
0.0013,15615.962112881693
0.0012,15863.052823547832
0.0011,16472.014677612442
0.001,17214.401072331333
0.0009,18321.956662804914
0.0008,17688.459923638136
0.0007,19032.82516998693
0.0006,19860.93759339825
0.0005,19755.694076752174
0.0004,19006.443612418174
0.0003,19674.072173637534
0.0002,20176.361350409796
0.0001,20172.512314117863
0.0,19960.65727213651
-0.0001,20001.24399009137
-0.0002,20297.092287148556
-0.0003,19849.62340312711
-0.0004,19022.701299979733
-0.0005,18992.043608630032
-0.0006,19441.829983009553
-0.0007,19634.083379672527
-0.0008,20076.227811438657
-0.0009,19925.941662005964
-0.001,20162.577821652358
-0.0011,21007.717496834044
-0.0012,21450.889946397565
-0.0013,21317.462858149487
-0.0014,21527.95208611222
-0.0015,21075.257043664707
-0.0016,20999.59531503582
-0.0017,19977.338748017475
-0.0018,19427.19378497639
-0.0019,21460.823525939973
-0.002,21374.64716802842
-0.0021,21290.13030818005
-0.0022,20721.10921934242
-0.0023,20714.487320037555
-0.0024,20857.997029462236
