date,available_capital,capital_locked_in_trades,total_capital,trades_open
2018-08-25 18:00:00,16.559629664042316,1.8414934294181056,18.40112309346042,1
2018-08-25 19:00:00,16.656763275957097,1.7494187579472,18.406182033904297,1
2018-08-25 20:00:00,18.410555580799166,0.0,18.410555580799166,0
2018-08-25 21:00:00,18.410555580799166,0.0,18.410555580799166,0
2018-08-25 22:00:00,18.410555580799166,0.0,18.410555580799166,0
2018-08-25 23:00:00,18.410555580799166,0.0,18.410555580799166,0
2018-08-26 00:00:00,18.410555580799166,0.0,18.410555580799166,0
2018-08-26 01:00:00,18.410555580799166,0.0,18.410555580799166,0
2018-08-26 02:00:00,18.410555580799166,0.0,18.410555580799166,0
2018-08-26 03:00:00,18.410555580799166,0.0,18.410555580799166,0
2018-08-26 04:00:00,18.410555580799166,0.0,18.410555580799166,0
2018-08-26 05:00:00,18.410555580799166,0.0,18.410555580799166,0
2018-08-26 06:00:00,18.410555580799166,0.0,18.410555580799166,0
2018-08-26 07:00:00,16.57870530050965,1.8410555580799166,18.419760858589566,1
2018-08-26 08:00:00,16.57870530050965,1.8410555580799166,18.419760858589566,1
2018-08-26 09:00:00,16.57870530050965,1.8410555580799166,18.419760858589566,1
2018-08-26 10:00:00,16.57870530050965,1.8410555580799166,18.419760858589566,1
2018-08-26 11:00:00,16.57870530050965,1.8410555580799166,18.419760858589566,1
2018-08-26 12:00:00,16.673303534937812,1.7490027801759207,18.422306315113733,1
2018-08-26 13:00:00,18.378581245609336,0.0,18.378581245609336,0
2018-08-26 14:00:00,18.378581245609336,0.0,18.378581245609336,0
2018-08-26 15:00:00,18.378581245609336,0.0,18.378581245609336,0
