date,signal,price,stop_loss,ticker,pct
2019-10-29 06:00:00,Long,186.05,181.75,ETH/USD,
2019-10-29 08:00:00,Short,3.146e-05,3.217e-05,XRP/Z19,
2019-10-29 09:00:00,Short,3.155e-05,3.217e-05,XRP/Z19,
2019-10-31 02:00:00,Long,0.03144,0.03109,BCH/Z19,
2019-10-31 08:00:00,Long,0.00635,0.006265,LTC/Z19,
2019-10-31 09:00:00,Short,9130.0,9235.0,BTC/USD,
2019-10-31 11:00:00,Short,9125.5,9230.0,BTC/USD,
2019-10-31 23:00:00,Short,181.65,184.75,ETH/USD,
2019-11-01 08:00:00,Short,0.0198,0.01995,ETH/Z19,
2019-11-01 16:00:00,Short,0.01965,0.01985,ETH/Z19,
2019-11-02 12:00:00,Short,0.01959,0.01977,ETH/Z19,
2019-11-02 14:00:00,Short,3.137e-05,3.181e-05,XRP/Z19,
2019-11-02 15:00:00,Short,3.154e-05,3.181e-05,XRP/Z19,
2019-11-02 20:00:00,Short,0.01961,0.01984,ETH/Z19,
2019-11-02 21:00:00,Short,0.006235,0.006305,LTC/Z19,
2019-11-03 00:00:00,Long,183.8,182.15,ETH/USD,
2019-11-03 02:00:00,Long,183.95,182.15,ETH/USD,
2019-11-03 07:00:00,Short,3.161e-05,3.198e-05,XRP/Z19,
2019-11-03 09:00:00,Short,3.167e-05,3.191e-05,XRP/Z19,
2019-11-04 11:00:00,Long,0.03157,0.031089999999999996,BCH/Z19,
2019-11-05 12:00:00,Long,186.15,183.05,ETH/USD,
2019-11-05 14:00:00,Long,187.0,183.05,ETH/USD,
2019-11-06 07:00:00,Long,9400.5,9284.0,BTC/USD,
2019-11-06 21:00:00,Long,0.006784999999999999,0.006670000000000001,LTC/Z19,
2019-11-07 07:00:00,Long,0.006745,0.006675,LTC/Z19,
2019-11-09 17:00:00,Long,0.02097,0.0208,ETH/Z19,
2019-11-11 03:00:00,long,0.02144,0.02086,ETH/Z19,0.02705223880597018
2019-11-11 12:00:00,long,0.00708,0.00699,LTC/Z19,0.012711864406779756
2019-11-15 03:00:00,short,0.0318,0.0321,BCH/Z19,0.009433962264150777
2019-11-15 05:00:00,short,0.03171,0.03205,BCH/Z19,0.010722169662567014
2019-11-15 09:00:00,short,3.06e-05,3.096e-05,XRP/Z19,0.01176470588235305
2019-11-15 12:00:00,short,0.00673,0.006935,LTC/Z19,0.030460624071322485
2019-11-17 05:00:00,long,0.02163,0.02137,ETH/Z19,0.012020342117429488
2019-11-17 23:00:00,short,0.03113,0.03147,BCH/Z19,0.010921940250562048
2019-11-18 16:00:00,long,0.02169,0.02143,ETH/Z19,0.01198709082526509
2019-11-19 22:00:00,short,175.45,176.9,ETH/USD,0.008264462809917453
2019-11-20 13:00:00,short,0.006715,0.006785,LTC/Z19,0.010424422933730547
2019-11-20 16:00:00,short,8075.0,8239.0,BTC/USD,0.020309597523219813
2019-11-20 17:00:00,short,174.55,177.3,ETH/USD,0.015754798052134058
2019-11-24 08:00:00,short,0.0003589,0.0003686,EOS/Z19,0.02702702702702708
2019-11-24 09:00:00,short,0.02048,0.0209,ETH/Z19,0.02050781249999984
2019-11-26 06:00:00,short,0.02039,0.02065,ETH/Z19,0.012751348700343468
2019-11-26 08:00:00,long,0.02956,0.02912,BCH/Z19,0.014884979702300386
2019-11-27 09:00:00,short,3.025e-05,3.094e-05,XRP/Z19,0.02280991735537185
