average,BTC/USD,ETH/USD,ETH/BTC,LTC/BTC,EOS/BTC,XRP/BTC
"[2, 20, 24]",0.35730451564714494,0.5770305574329005,0.11521259415610072,0.2615664674218469,0.8166175230894234,1.0163496692586151
"[2, 20, 28]",0.4359497628846387,0.5799679317731474,0.027722054632602258,0.19097685825673122,0.7970794284570015,1.2538020539792356
"[2, 20, 32]",0.4586388040333559,0.8731130053828685,0.12992168223921788,0.27225905198704536,0.8203392749855684,1.287982722525653
"[2, 20, 36]",0.5238990748673173,1.00712152935012,0.16143830728363798,0.3094880615362289,0.9792712101378297,1.2290138370823755
"[2, 20, 40]",0.6246033797389243,1.0274290776822137,0.19661292278461773,0.29189177136484823,1.0849340754914718,1.2116352203034344
"[2, 20, 44]",0.5316794634242612,1.0539849868085487,0.18340823306812004,0.32383573939853977,1.0626418685073102,1.126697184175523
"[2, 20, 48]",0.46475741719936503,1.071729205884013,0.21669235986553537,0.3332697179962188,0.9922450395620577,1.0410464339192695
"[2, 20, 52]",0.5674469438646965,1.273975862223101,0.24309737515559007,0.3202656711685352,0.9969813678387089,1.0161162449566257
"[2, 20, 56]",0.6530344013262179,1.376809282555333,0.31513709505534837,0.3706102602898463,0.8837099840835717,1.0374463638313558
"[2, 20, 60]",0.687900268418656,1.3205182024755122,0.35062716620027284,0.3461433513859843,0.7248236329315375,0.9310373708361754
"[2, 20, 64]",0.6617296824751102,1.293035911012895,0.3435320955339272,0.275177672447582,0.7259610693377837,0.9655599711111222
"[2, 20, 68]",0.6583310663199892,1.2983686235963994,0.2913208701247635,0.2643181059409664,0.671813990364807,1.0226299237289762
"[2, 20, 72]",0.607290838237013,1.2654143847123978,0.30329209032370263,0.27225792251430475,0.7110239613247715,0.9532041440250754
"[2, 20, 76]",0.6034513417244163,1.1084670872401354,0.31516160989028685,0.24022694565708683,0.6764715120229814,1.0778819480318322
"[2, 22, 20]",0.4580132766424659,0.2515642538169466,-0.10794592871026684,0.009463169191567497,0.24186220301217248,0.9841042036972496
"[2, 22, 24]",0.4638368464066738,0.20609107959811904,0.03660594768551345,0.03461581823411629,0.44555724149723125,1.3014988445823432
"[2, 22, 28]",0.6121038670450074,0.5459461009374492,0.015421901389029977,0.08250921516807791,0.4268651321735124,1.3785290843040676
"[2, 22, 32]",0.6449444831145558,0.5613592333034928,0.044484870699156645,0.11153395502995192,0.4565522426657005,1.1578361526179344
"[2, 22, 36]",0.7036037768358583,0.6776539839578251,0.11397237751153952,0.07303599811290444,0.5162064802084334,1.221412819517938
"[2, 22, 40]",0.9232043917454646,0.7163470948282262,0.11660380420392427,0.06392727392185522,0.5990037503670528,1.2432930992858517
"[2, 22, 44]",0.9113224093103346,0.8046376404560132,0.11524887727232813,0.0895265851423257,0.5362906061041954,1.2312610617439685
"[2, 22, 48]",0.9378673362735195,0.9463327803888109,0.05756595604953036,0.08327017011542814,0.5436748890958493,1.2304708264204063
"[2, 22, 52]",1.0909785379403178,0.9647361452938661,0.1548282159345853,0.03248968981996256,0.4394270226805787,1.2356994055227608
"[2, 22, 56]",1.1921157450016142,0.9808322841563519,0.1877892771420728,0.02666974540088056,0.39307323810912814,1.121468778863219
"[2, 22, 60]",1.1706300346328125,0.8772796428368572,0.17039873161645158,0.019660711840861045,0.2959667071396123,1.121802106119916
"[2, 22, 64]",1.14174677717334,0.9162006528688523,0.145330305187533,0.05321328928420736,0.26009508663024855,1.1946157554700636
"[2, 22, 68]",1.1543192765845878,0.9538386410037547,0.14897490018320997,0.026854441442943647,0.11430021501301627,1.2036303592609707
"[2, 22, 72]",1.1349101868456937,0.922351903750939,0.10604487419630565,0.019620115737315175,0.10167910664449678,1.0668687837542468
"[2, 22, 76]",1.1340081840563898,0.749365938585755,0.09388212705775362,0.04445693135583202,0.1410822075907191,1.0400213031493122
"[2, 24, 20]",0.7675808266417151,0.9149966973492791,0.19020113035265282,0.00980398763914092,0.4049548534008632,1.2049056390871535
"[2, 24, 24]",0.49791227788961756,1.1804524438982578,0.12057468838734664,-0.1293696395548049,0.45238054435434555,1.298865903275356
"[2, 24, 28]",0.5231412309796384,1.1633570760664909,0.0736536912990882,0.07977117320106736,0.573478909255247,1.534476690189004
"[2, 24, 32]",0.6796342444196884,1.1547484994088935,0.23272385803205625,0.07388336413181557,0.5540762605449887,1.5231846525974868
"[2, 24, 36]",0.7062102642624959,1.177412244988366,0.09732425534640271,0.14600385193086088,0.585351159028301,1.4397903688973752
"[2, 24, 40]",0.8103129252540789,1.2764539707777003,0.06202286728895828,0.15955519488880432,0.7375618012915467,1.4042504869998218
"[2, 24, 44]",0.8224741161424862,1.381198286532896,0.15866233319924206,0.15160912257459372,0.7524557195915584,1.5034474473956012
"[2, 24, 48]",0.8876065536818535,1.5357138317304495,0.19556012744046947,0.09946987159157028,0.7209183605699536,1.6001548111175317
"[2, 24, 52]",0.9754564974955076,1.5613597303199906,0.17931053882867434,0.0011074780338720253,0.6201853526904351,1.5513975249771321
"[2, 24, 56]",1.0376246238279363,1.5555896841468335,0.1080658567453529,0.03381475982211818,0.5817588757927137,1.5724792617683612
"[2, 24, 60]",0.9689767999726395,1.5841712774400147,0.13263237020983612,0.06406316713707996,0.4917331802926145,1.4850304899074183
"[2, 24, 64]",0.9167703844475876,1.5318476950929913,0.1387523131301167,0.09523118684835036,0.45873987508220093,1.398366180344946
"[2, 24, 68]",0.9752707035499444,1.5543684847429984,0.10570370252891616,0.09378173897745082,0.4431350001490755,1.449363858856032
"[2, 24, 72]",1.0321169442477984,1.5181000860514584,0.040502575787841444,0.07210061173502619,0.452159022922599,1.3249096479039553
"[2, 24, 76]",1.013581546838064,1.4981855080935822,-8.108762864394992e-05,0.03903510952186144,0.3798003881932912,1.2949260937548115
"[2, 26, 20]",0.8165545984846427,1.1474626074478227,0.19808686495979994,-0.15994210737113512,0.5704682420556749,0.8656136227889827
"[2, 26, 24]",0.7639395050815184,0.9515527068744515,0.40898447212195427,-0.040577611408536496,0.4804860607377912,0.9920835740281126
"[2, 26, 28]",0.5128654160670818,1.067172216485409,0.4313357290105715,-0.11080794959671111,0.48974163278183735,1.1322232814953612
"[2, 26, 32]",0.5179560196126771,0.9558455259919942,0.40074771935572123,-0.07783305162507854,0.3739183370073016,1.1870246584190132
"[2, 26, 36]",0.8482924602778621,1.0078168456626773,0.34526752050260234,-0.08479176984722263,0.44707171731981227,1.132984042985402
"[2, 26, 40]",0.82704965008813,1.0502331402883631,0.31716788954241704,-0.047132710148856616,0.5376383984930011,1.1944361483537296
"[2, 26, 44]",0.8174747533277817,1.2054667106689623,0.38011416721495733,-0.011470675139087894,0.44200468914342067,1.2996431112177613
"[2, 26, 48]",0.9049651226300581,1.2075989552867477,0.39460489696095835,-0.0819085421948669,0.4267743292088861,1.2742685371879476
"[2, 26, 52]",0.9097787257437034,1.1620957977878028,0.3461006232870837,-0.11678547741150075,0.3888599804001127,1.2520878675652733
"[2, 26, 56]",0.897195192529599,1.1558523581362257,0.22023398267934047,-0.12843075467456294,0.4131112420312427,1.1946965831897611
"[2, 26, 60]",0.8854009111157777,1.0941545551841656,0.22429924599901768,-0.10945625956592286,0.3943350685366137,1.1742357245555648
"[2, 26, 64]",0.9689385020552738,1.0993599707953585,0.2266024412752425,-0.07780633286228764,0.2596845096015652,1.146486949382032
"[2, 26, 68]",0.9299049968091568,1.200741700101797,0.22876653689894383,-0.11554735084422305,0.24367958930356765,1.1267508009037452
"[2, 26, 72]",0.9289205028453207,1.264291669016069,0.2658463546482724,-0.11510156939118707,0.19682286610881586,1.145046398908422
"[2, 26, 76]",0.875095495717066,1.2701554231828802,0.26587271147375313,-0.11497630001469641,0.1906724474813084,1.164483268116417
"[2, 28, 20]",0.9093049451318022,1.2089112666095916,0.15359644279998813,-0.16101578935651584,0.4444412777976675,0.841927636809326
"[2, 28, 24]",0.8891669574822231,0.5368175141327838,0.42087958747257836,-0.19854226898325877,0.5214161282846581,0.932510332505043
"[2, 28, 28]",0.8865221827577761,0.7269791758646869,0.43282124218265994,-0.2887344151525331,0.47713346450461824,0.8131852639974374
"[2, 28, 32]",0.7976042467243107,0.8786321329920439,0.35614705274255365,-0.20351350791183215,0.4180979380786287,0.9179451956276313
"[2, 28, 36]",0.8740098412793402,0.8940910088106724,0.22205627570346412,-0.18797095501586628,0.6065978164851015,1.0328544968500102
"[2, 28, 40]",0.9165939618516181,0.9752478339151318,0.27255255684359586,-0.054436139892023866,0.63914187676066,1.1061241088452403
"[2, 28, 44]",0.8841326542343897,0.999203386414903,0.2993215659223898,-0.10167420951362918,0.6036678964750687,1.210824107768809
"[2, 28, 48]",0.8896024810347338,0.9809876584864716,0.24686363159382396,-0.22630950326252292,0.5033132166521089,1.210007799735962
"[2, 28, 52]",0.850181590386291,0.9659931476687433,0.26505131221977735,-0.27633853068345704,0.49345152029800055,1.1746085363606222
"[2, 28, 56]",0.8515402260522145,0.8527132497237554,0.26560800971045906,-0.26929086292355475,0.40190147853011515,1.1313164888735712
"[2, 28, 60]",0.9435817004070868,0.8796176072552593,0.19000875597201738,-0.24232335550619086,0.4505554308057569,1.0962939722097909
"[2, 28, 64]",0.9440743908524354,0.9261699317716972,0.18516064158887915,-0.2885585316220979,0.39378878801638073,1.0431472598475895
"[2, 28, 68]",0.8553112312383887,0.9631719923452711,0.16677463845883903,-0.26835694097942964,0.28904770771360555,1.0170133651714606
"[2, 28, 72]",0.8508760815041152,0.9769069442701022,0.17665183856096656,-0.22377437093544264,0.2582525656395186,1.0447084998312888
"[2, 28, 76]",0.774843596567375,1.0248925942857754,0.12901442410373862,-0.24052750011349108,0.37462964640730007,1.0209110459078237
"[2, 30, 20]",0.6581287097533428,1.782661546256069,-0.009047621879660031,-0.5556407872762086,0.9656235306348507,0.7767284952266926
"[2, 30, 24]",0.664156229231782,1.4815731741006912,0.026117186768423617,-0.48511915472882783,0.735751973733446,0.8715025939077744
"[2, 30, 28]",0.7359930300537575,0.9365746759970028,0.23865006950493528,-0.5000244198555266,0.7122973552169558,0.7887981246435603
"[2, 30, 32]",0.7576570165286614,1.0537430262322376,0.32156793820030033,-0.31929042021760884,0.7283086470779758,0.7470410037286727
"[2, 30, 36]",0.7217441357172119,1.06951608687724,0.2557022002095648,-0.3581697619188413,0.6146322132159909,0.9035261353215132
"[2, 30, 40]",0.6061269666008486,1.0851027708507819,0.3180476407409505,-0.30422873757027424,0.6319926400806907,1.0634036162590137
"[2, 30, 44]",0.5042930134831111,1.0921738880673555,0.3204317822427001,-0.2911921430490483,0.6258661802907923,1.0742023558082705
"[2, 30, 48]",0.5096132886586987,1.0290831255656336,0.3057611202638695,-0.3202408095474491,0.5088635005525092,1.0788455057855515
"[2, 30, 52]",0.595270965045201,0.9983207219362045,0.2903414187245799,-0.35480266608469346,0.4425613499965521,0.9265300677119325
"[2, 30, 56]",0.6125703948447596,1.004813836668878,0.2580095438826762,-0.33879828561368824,0.4258594229050765,0.941157670714473
"[2, 30, 60]",0.5918194662423726,1.029091035377005,0.23001000926836795,-0.35317295113574887,0.39902555690045854,0.8612402959162008
"[2, 30, 64]",0.5791026763036258,1.083583712121729,0.21881500269543286,-0.333875645300291,0.35698338983976896,0.8065936427728863
"[2, 30, 68]",0.5742046537740144,1.0050218453138835,0.1724228495793439,-0.3502568164415747,0.35698338983976896,0.8240535896821013
"[2, 30, 72]",0.4949975357377397,1.0351477704433423,0.12396587602783163,-0.3733573501820065,0.33593269085585803,0.8867857114392477
"[2, 30, 76]",0.5127812467352215,1.1082819513087807,0.1245145552815148,-0.37597039274075006,0.4131500124444946,0.9265519423686354
"[2, 32, 20]",0.15362069023546523,1.0662352274962528,-0.27019662718017645,-0.44344579214110347,0.5983952253499236,0.3217434218439662
"[2, 32, 24]",0.26629822741892095,0.9591467903252007,-0.09812212780946013,-0.35660064363859006,0.776757593579847,0.6183307766166887
"[2, 32, 28]",0.36487764847330895,0.7985922043197513,0.10448912039970426,-0.3518704357623206,0.7938430394484566,0.7161896291323361
"[2, 32, 32]",0.6499193407103532,0.6760438637769901,0.2655217119185356,-0.14603160837707613,0.6888703304166623,0.5788620526933372
"[2, 32, 36]",0.5513201097249667,0.6478680950333647,0.2533461008723491,-0.17460032584196689,0.8656077038129895,0.5991939446606691
"[2, 32, 40]",0.5666221735045218,0.4984886147974672,0.1823029593188472,-0.0802485285399427,0.7570818819238924,0.7735089775900126
"[2, 32, 44]",0.5885891447574065,0.6381955074431671,0.2611356214379374,-0.08057145777512381,0.7436224268449987,0.7878159228587549
"[2, 32, 48]",0.5722306419423122,0.6279602628286265,0.248798981444587,-0.09078342849903537,0.6933272639976845,0.6775944655317827
"[2, 32, 52]",0.5565189744196971,0.6244330121375343,0.23538030767241097,-0.08001862234668443,0.6852573938622786,0.7138358127809681
"[2, 32, 56]",0.543058987743033,0.7792157070450588,0.18792084311750157,-0.1350241716825618,0.6015117759401261,0.6549154426108579
"[2, 32, 60]",0.5227880387536572,0.7458772458462937,0.18150772880133298,-0.1514035319587808,0.49379089958556405,0.6265979416401284
"[2, 32, 64]",0.5018377047176282,0.7575322593706109,0.193144058093914,-0.16110382978985466,0.5253390400167764,0.637826392931264
"[2, 32, 68]",0.47334199125132803,0.7498047479293927,0.14327736311245118,-0.18112280798018632,0.5152676066572536,0.6571845816632726
"[2, 32, 72]",0.5096945222031747,0.8635750311879713,0.13273888401795267,-0.2261205243929208,0.5331142119091363,0.6716377066632726
"[2, 32, 76]",0.49344246541850867,0.9275136897659,0.1315634593695647,-0.22446745319952865,0.4987503033677384,0.6617968623530075
"[2, 34, 20]",0.5165349811987947,1.3064258014648586,-0.5149519516438634,-0.39655203351253565,1.114187240693674,0.4893214155700385
