,8-21-34,8-21-40,8-21-50,8-21-55,8-21-60,8-21-75,8-21-89,8-21-100,8-21-144,8-25-34,8-25-40,8-25-50,8-25-55,8-25-60,8-25-75,8-25-89,8-25-100,8-25-144,8-30-34,8-30-40,8-30-50,8-30-55,8-30-60,8-30-75,8-30-89,8-30-100,8-30-144,8-34-40,8-34-50,8-34-55,8-34-60,8-34-75,8-34-89,8-34-100,8-34-144,8-40-50,8-40-55,8-40-60,8-40-75,8-40-89,8-40-100,8-40-144,8-55-60,8-55-75,8-55-89,8-55-100,8-55-144,8-60-75,8-60-89,8-60-100,8-60-144,15-21-34,15-21-40,15-21-50,15-21-55,15-21-60,15-21-75,15-21-89,15-21-100,15-21-144,15-25-34,15-25-40,15-25-50,15-25-55,15-25-60,15-25-75,15-25-89,15-25-100,15-25-144,15-30-34,15-30-40,15-30-50,15-30-55,15-30-60,15-30-75,15-30-89,15-30-100,15-30-144,15-34-40,15-34-50,15-34-55,15-34-60,15-34-75,15-34-89,15-34-100,15-34-144,15-40-50,15-40-55,15-40-60,15-40-75,15-40-89,15-40-100,15-40-144,15-55-60,15-55-75,15-55-89,15-55-100,15-55-144,15-60-75,15-60-89,15-60-100,15-60-144,21-25-34,21-25-40,21-25-50,21-25-55,21-25-60,21-25-75,21-25-89,21-25-100,21-25-144,21-30-34,21-30-40,21-30-50,21-30-55,21-30-60,21-30-75,21-30-89,21-30-100,21-30-144,21-34-40,21-34-50,21-34-55,21-34-60,21-34-75,21-34-89,21-34-100,21-34-144,21-40-50,21-40-55,21-40-60,21-40-75,21-40-89,21-40-100,21-40-144,21-55-60,21-55-75,21-55-89,21-55-100,21-55-144,21-60-75,21-60-89,21-60-100,21-60-144,30-34-40,30-34-50,30-34-55,30-34-60,30-34-75,30-34-89,30-34-100,30-34-144,30-40-50,30-40-55,30-40-60,30-40-75,30-40-89,30-40-100,30-40-144,30-55-60,30-55-75,30-55-89,30-55-100,30-55-144,30-60-75,30-60-89,30-60-100,30-60-144
0-10-60-30,3760.444010236389,3512.0698357668866,2450.982731146246,2454.6283137095475,2823.0694685082353,3546.1899488409435,2556.2564217384197,2209.6110101034974,2258.5440367861784,5572.031479434925,6099.440767216997,5814.292322895104,5012.725898212944,4820.239933157667,4698.060239992777,3608.3924597065334,3349.4240107736914,2980.5528348875555,8093.3751202593885,9152.181314756985,8474.35901863384,9014.027149458445,8241.247784962165,7555.180500048212,6666.54499647037,6700.897533809456,6331.104313570365,10306.159789780937,10651.537095546166,10360.15260528154,10100.252767922557,9453.50451839294,7960.208458646222,8293.380927203729,6094.909389744477,7612.791637278079,6937.03885265058,7562.0568188821,6801.968524148669,6045.094339929263,6106.030314105199,6508.067490671762,4255.270749333547,3782.1811452666116,3743.9103271103727,3521.6916080507103,3702.0124508041704,3799.253412288501,3946.500034292734,4067.630104364823,5000.47422328503,5918.602535865965,5985.16205970375,5114.61515576428,5291.976627648253,4965.203734355055,5028.7378153388345,3946.161243458024,3856.0448355001636,3524.728266989793,5624.404919555955,6183.625471648477,5558.226963756391,6238.951025759743,6209.636150022581,5474.066414897374,4697.083819207127,4348.686881420811,4489.062498970277,10876.875935655426,12476.935890175126,12689.325815421404,12250.342736586006,11213.66723603929,9460.176555943583,9080.896835079917,8999.602558691917,7968.617241225842,5583.573119424665,5450.267132568584,5025.321872225323,5558.087203467246,5651.577372418155,4473.569121125609,4395.423408392961,3580.2360945050905,6109.071804082644,5759.711327254138,5691.809947663858,4996.777408397396,4700.194787647358,4423.443570183974,4309.653600381769,7697.564297816527,6993.0636186976335,6100.822036976107,6012.166244146521,5770.632723016393,7083.963058199492,7711.292186705437,7654.083114240668,8284.903258727974,9581.888151487865,9609.964506744713,11113.505723435675,11708.089896232228,11222.849815906859,10928.838441249716,8202.009777678093,8972.630791832766,8214.604845735745,22119.24125710224,23138.779349327906,23824.472192690308,26306.043373126326,22740.73312933032,19259.878258366214,17636.432291597834,19122.656721782125,17325.55151426086,12391.676592962274,14533.053596530506,11437.322431556902,12360.914124571393,11729.200071176332,9669.892233570747,9518.67581291075,8522.416796597914,7553.652128404781,7351.626510263148,7196.8468682023895,6104.621347043825,5608.27018809979,6057.214751766689,4911.814463161263,7337.20189468934,6500.06439050026,6205.303950978935,5966.79010361895,5325.040166665029,7241.718551198409,8022.319780077672,8308.790780900994,8148.198797828933,9291.482091919948,8666.085487362016,7767.946221834842,9165.707116979753,9095.75406840916,8171.4059608604875,7893.5613217088885,5898.802184413079,13740.547000447534,14885.01390202359,15491.06437774543,11323.822285789984,10955.245944899505,11055.181950356038,9627.230466718043,6605.097177970416,5973.111244022774,5612.358576986067,5954.255530410313,5669.684362148261,8197.385969249826,8915.693569498833,8695.876018461373,8229.066490738815
0-20-60-20,3130.864494568889,2892.8525984341795,2006.8916970485475,1983.2973656247623,2236.8889305896687,2719.064860940493,1971.6026068424615,1694.8707016385786,1679.4078208417127,4791.930330349772,5121.237678843993,4760.233335766768,4103.475034680353,3923.211963332073,3768.064752745102,2893.0745390460465,2679.4261056079995,2362.1416600722623,6927.624787318471,7548.922370367559,6771.198309314152,7074.379040875944,6468.586910197275,5822.154689844365,5223.149828949215,5226.872731156607,4901.94747011032,8794.658818715001,8786.499056937222,8453.411894735204,8176.436287848264,7621.028859278416,6524.870506038223,6781.738738679278,5023.998710642617,6309.061991043275,5805.618705857241,6238.677826372796,5626.071126542214,4949.35535192126,4944.501231761891,5165.634777982077,3697.7950358592434,3287.2679366647517,3293.3845922256337,3119.072615321854,3209.475896381968,3451.7025502988217,3569.4858807657465,3664.2526946958155,4485.53575274307,4492.390589914613,4453.9382881101965,3781.833474854094,3870.8560421972707,3616.689442357902,3633.0857104769825,2847.5133548017125,2745.7873880429484,2446.9090270886604,4718.859586893191,5038.80993754796,4380.952883592797,4873.791455083088,4813.430400622661,4182.816276465358,3569.323827512584,3320.3354876124044,3388.8829159582124,9738.787750231613,10654.202294382112,10526.722533011656,10114.899394007998,9283.191186482172,7679.273310090288,7455.664950057068,7367.327114471762,6441.760059329422,4954.340373588622,4663.934810630051,4258.645440561438,4680.184920079213,4697.386403984082,3740.0319860901295,3646.897569539088,2951.694129763695,5678.312819586374,5362.790158172686,5244.025438756933,4638.893098885435,4301.200770581747,4025.311019759231,3943.5515146010102,6852.981541479789,6242.098007975059,5432.916713472891,5359.547641235412,5134.309712986164,6231.6205019856725,6811.9218531471115,6744.081612258772,7226.679221502383,7347.113714273349,7136.669239606582,7882.046668232855,8212.01527632098,7823.487017402318,7627.140111933341,5718.471393453227,6219.599545808832,5693.382971430033,18448.016386315743,18293.555897555852,18491.064440221788,20304.01766010317,17528.90232120995,14651.739681044946,13492.651502789999,14575.591159246067,13033.267517667531,10948.84196971433,12460.321208545247,9789.940945044727,10492.763481026182,9836.765625085449,8169.237805715891,8046.083297305222,7117.567363383605,7078.843713259908,6790.860825432035,6613.682045177047,5624.236180338645,5096.8506949528755,5427.26771750229,4473.997051160752,6742.256143782308,5941.026031461123,5651.294645449057,5436.245738912112,4838.439834651767,6509.503039056116,7138.224754459883,7364.187640465893,7192.114929535241,7966.792829839347,7102.478794588806,6317.329884393469,7324.891243639453,7272.906297063839,6548.622431907649,6238.845178747439,4712.784805653298,11984.65850198433,12576.40623185702,13037.852630978605,9521.955386370344,9132.641443056169,9193.327316515732,8047.906228146276,6185.179733283145,5563.867648473868,5214.579298546837,5485.830620924856,5165.21429632621,7417.657724779975,8001.517779127807,7811.77739918401,7418.247566651254
60-0-40-0,1644.0828971034255,1492.3001630711392,1036.331495529268,989.1029640752603,1043.726361383213,1084.4599067514448,824.8155471687974,706.3670413547175,624.2298162254463,2579.478779230523,2508.6315150477194,2184.0823142243185,1939.111375994923,1822.874220436355,1762.081711905807,1411.4205811472164,1372.574829669111,1124.3714200834497,4305.239036306083,4350.079079625653,3664.3784185151794,3641.3463501988917,3309.085391538487,2744.3659641688273,2602.7465758560134,2632.607394395355,2361.011592139889,4863.18666905865,4406.408328784174,4164.576228533783,3904.855077923564,3532.724313877492,3157.2344957746645,3231.2382160907896,2477.4819255084767,3744.1647845277525,3529.7450269865826,3559.9191364118346,3329.4604652840744,2897.7310485847074,2795.5713718390357,2608.323892643567,2584.817248812026,2241.4367804308376,2322.025601371726,2319.766110934982,2350.9290612239083,2873.470245215803,2856.110295158022,2897.8111230015384,3581.9524136669593,1506.7875540812863,1405.2569029498102,1164.711832102574,1120.9306510350339,1045.610577940446,1030.2498997197506,832.1992574330607,753.8181636034171,652.9693521369734,2484.933722633141,2310.7950013722975,1869.5097135310432,1954.0976091243463,1895.5912329253383,1578.585751075497,1354.0777962680738,1311.5830551176596,1231.2165583230121,6505.978575078497,6468.562424541558,5737.975163686667,5373.2298703780625,4910.22587445315,3679.1940259203143,3539.731933231836,3531.8148115854015,3008.554894946342,3325.971438151316,2848.309328998106,2594.5868382477597,2660.483229887943,2302.0094674120937,1908.0295241567635,1846.1480067956836,1447.985650560017,4664.6563221315955,4368.608010434322,4072.1584809478595,3518.542488892521,3200.8488589601448,2911.6522910600756,2868.6668377511423,4347.490288484053,3871.907375160469,3567.0654395465476,3556.033710339767,3694.126637922964,4244.837914675886,4690.822414112301,4502.738829708292,4989.589428767456,2477.184478702945,2180.4365379819415,2065.1323442683274,2089.9498977889148,2005.5546512890187,1956.3291150668206,1544.2772352221966,1633.0538953625228,1444.145374550691,11022.315716574032,9815.69403305785,9364.287556619156,9883.755375991263,8486.120180637783,6594.486352333176,6036.639720897817,6346.577409808987,5405.370278559887,8093.251494494342,8527.44659223765,6857.369658404478,6858.708899086154,5781.885560324696,5025.842143438079,5002.5142438335815,4230.2630672482655,5856.937764831679,5084.306374042052,4851.004737284882,4116.992391436947,3708.84983300611,3689.266730812347,3264.4090009459524,4690.280616956222,4122.725630000171,3915.2465318591885,3942.112747180846,3892.1767480154613,4740.51548187688,5044.852234722613,5111.092493804843,5220.569445918173,5741.971519088005,4619.577828401004,4007.8076441538146,4076.3996841851995,3888.0690533098805,3563.3346532875157,3280.6137952900094,2617.956945691368,8009.451387806443,7264.02643642625,7338.0859119465285,5602.585348820051,5194.666753846272,5169.567651939707,4489.696334541349,4852.900090877611,4186.634177560785,3963.1794143359107,4137.940844119051,4092.026560620532,5495.716075281937,5768.027636775942,5632.935373438979,5906.537944073716
60-10-0-30,1398.0591723106108,1234.2629188049725,853.910851122681,810.3350115177591,843.01592460926,844.7806841297795,632.698024600602,538.7476349583552,471.7593740443049,2170.0802260955084,2085.4807743012857,1763.0122119696368,1549.0493646172122,1466.0887229796122,1399.3984028942996,1108.6261175649313,1075.0010573828042,860.6868386970249,3733.446496935945,3717.779083897872,3088.2173718731665,3042.493646715311,2779.446216586225,2271.825792496234,2164.055195319005,2183.722815189661,1912.7301748015086,4026.3064310811355,3574.832305883518,3403.147968391975,3202.8036596398415,2880.7803155717634,2573.3268073560776,2621.435734932267,2010.1094918669512,3265.2524552980394,3100.3141219093864,3097.506993116503,2908.1215731150714,2538.86347197056,2414.217846849644,2204.0140013035348,2305.3627806216127,1987.8054939759065,2061.6531455058357,2055.8771130930368,2086.8736126365884,2597.9924219999357,2554.7155080371635,2592.4794039253557,3186.2323360050045,1122.8400765049637,1021.7226039640838,838.3546674923354,797.906390176221,742.9146305520419,716.2193801039382,571.1112329958477,516.5781976371077,447.97847516418506,2088.8073635019955,1910.4265433433097,1547.359134137782,1579.4111394800514,1516.9094192253299,1236.9158715567385,1056.3359390006715,1023.160060410597,946.3166367189375,5773.858482394855,5570.987568272704,4840.847314390959,4501.039834035624,4045.7349143324,3014.5370040885264,2883.422868416738,2880.6250665066323,2427.438110446985,2939.3021516076446,2496.69607656962,2280.1245305068624,2336.6644604545863,1964.5147064086118,1616.5366868792698,1555.537244240633,1209.301462486644,4277.221427649138,4011.730286268785,3680.3152888544787,3172.5846336690274,2894.9043414885396,2625.9429723236067,2550.866491964609,3930.7997917232274,3491.4666276367693,3229.792995292989,3194.048968017181,3319.6699734217923,3923.5946123746817,4296.836837200694,4090.6801110756637,4509.566545595103,1993.6604449572683,1712.8489046563761,1592.507797591291,1591.7320840497034,1525.4366963995678,1470.7942826645135,1161.1392517599336,1220.5837296769182,1075.5470352416035,9693.745144914326,8248.524813901224,7694.802028101255,8126.975266953225,6911.5471439397315,5371.381797506049,4905.916910483946,5121.045209682741,4355.961029646102,7347.925247083852,7602.054892431926,6140.716546440057,6137.1774396624405,5059.3987539361915,4341.643114452783,4294.904242999005,3579.8897415923448,5309.835021758996,4551.649121070612,4281.583163565918,3614.154741512495,3270.904862952834,3219.3978266256177,2834.4983587154898,4289.472182155431,3760.1564172562075,3527.999858160769,3536.047739168493,3525.473741228561,4422.9712671713705,4663.901317179783,4703.520946732079,4765.983727180089,5346.461713377624,4007.912298089319,3489.2603956733615,3515.9625974007536,3296.6569594350144,2998.4825345557624,2752.3421205998347,2202.0277930942793,6912.468925864289,6125.197899347435,6176.82285987747,4712.825265181634,4358.686736502767,4345.049362360693,3744.1511411529023,4531.229401921696,3925.0979825693935,3671.0831550561916,3823.1893965464706,3800.050640780114,5063.314735256066,5241.322180851127,5118.16507184654,5416.852731828973
20-0-60-20,2634.9996487385156,2431.4002389027296,1664.6324154093886,1642.3794301851674,1844.0643445645119,2184.2433083801,1596.1762404102863,1372.4901273944622,1337.8024835471774,4064.1830928088134,4243.461348619382,3922.663532470502,3419.8652052516936,3247.238385731209,3141.7019788714356,2448.2819470403942,2306.384087345803,1994.4242587093474,6285.069919297777,6827.3516698994645,6102.465500990256,6348.130831646601,5762.867692912017,5107.104440310551,4556.833095622472,4576.011895136646,4248.043503631964,7626.822221936891,7532.4343677504785,7220.81350599384,6924.118671620693,6374.2412920552215,5403.73242002038,5580.736554849305,4125.026996207198,5711.79796974328,5208.420485629635,5540.059033624113,5001.2126780508115,4391.621301334752,4379.450697718296,4497.013227476072,3486.3808268878984,3053.788518159405,3039.838141928945,2912.013365811703,3014.4627796662644,3254.710709128099,3337.3557873270634,3413.2843691871144,4194.494634731735,3579.944727565883,3507.468041285537,2923.636765233757,2958.731999775209,2764.9363466469817,2770.9474528567644,2192.9124424871516,2087.764336623345,1881.4913540148975,4105.3331376037595,4239.959033126617,3649.1014207577823,4017.740928321698,3967.378379459485,3421.2956469873398,2935.706129142667,2741.9309596621856,2732.2683193016587,8777.448161846773,9595.839429137233,9294.946665547453,8852.58805340939,8103.931286324566,6536.308487197701,6216.426927263301,6149.882857227427,5359.46804529268,4491.556993942676,4170.188399388211,3817.9446197479006,4085.648636066027,3929.972902290597,3147.738978924967,3075.9896230254512,2457.3661486950577,5200.434985237068,4861.2253420212455,4720.102970253305,4073.2127214632496,3777.4299637544405,3499.5791375936833,3408.0197092451526,6187.430726783038,5528.517728588687,4900.970129253059,4854.55855557493,4764.402147325485,5766.959450233877,6303.707874134524,6187.198248823428,6746.926884984705,5675.219592354354,5423.601985707433,5869.3267033148095,6113.353299458015,5844.67908537325,5631.210329601954,4288.255035481756,4631.101765515432,4167.165035286253,16918.492176391395,16748.641744569686,16697.275095122088,18003.983251625737,15525.099064700635,12658.144509655793,11498.220791045494,12315.707901900678,10851.892355120963,10095.033579317873,11338.736446673944,8938.61112555899,9347.370703240756,8497.273386810451,7107.835653072889,7001.908533709245,6133.578698911292,6503.457003368724,6087.125516223083,5918.853766161194,4985.897096874553,4530.902186104032,4763.287397269406,3942.1298620471052,6098.783087533421,5356.974317850268,5102.480226240483,4986.514276314724,4572.92993116419,6101.46501724717,6674.470538716984,6854.396104458623,6816.630141285316,7371.240878176696,6515.777817566747,5726.348233115434,6400.721638019846,6226.61220779975,5607.862730231721,5330.644002734582,4062.8062366085037,10989.172115582613,11263.536565316119,11543.7644479638,8520.83300794963,8089.406700916483,8074.095831291203,7013.955846372477,5705.652572914197,5020.330216140005,4717.709109157005,4979.964299321219,4781.4661024716615,6968.136103765587,7498.910083210922,7293.0939262314605,7102.42567242676
40-0-0-60,3142.8304364073083,2820.917200333648,2066.736508894115,2065.3930314483023,2284.5554584121387,2564.2410546105657,1862.0244053326012,1617.3925041716063,1612.7277826329998,4197.725158618425,4509.6209596993285,4168.846968736094,3608.807370808315,3544.9007167277914,3558.616891846824,2763.1985996536378,2630.7827122070803,2184.4380639313367,6820.119340676297,7759.1525328939215,7289.870224565525,7666.243439993473,7090.259521055826,6246.897814529172,5783.047749006104,5927.122282757939,5272.035326618772,7540.964203849282,7601.668644592433,7615.690429300952,7497.2371284340725,7044.134805803535,6060.003054756562,6305.674868734082,4792.568389388843,6810.880577582321,6400.239098940376,6784.546982363984,6430.731546603919,5848.369641363827,5714.584248886994,5650.045859533454,3886.5006652922293,3411.1917397486295,3456.4545142846528,3330.8934020484344,3639.5913137781085,3886.9191805013747,3875.3317919947945,4018.8549851573753,5008.243635479308,3211.86007409184,3149.047737137634,2737.4397436643862,2742.3903891038303,2601.790223813682,2569.0688453244397,2038.023448257875,1941.5229134323815,1809.3934284792022,4199.230910780569,4404.14468566966,4131.943796198067,4335.93861158476,4264.008760814283,3676.8087117326613,3177.2318751961193,3038.522626881582,2973.8380948610043,9173.990274406724,10280.347395204635,10057.730205061882,9659.128944509459,8483.266728798457,7050.148553765095,6687.370267324949,6784.690676422775,5956.389057210636,4752.44771429982,4653.688067133703,4416.102875901675,4816.527727611,4401.836497926917,3504.88993124721,3446.0749798877164,2806.945459936862,6107.715166664953,5788.999637475046,5509.464556290568,4829.144450086591,4622.204758171948,4342.138851321482,4167.519348898203,6417.212882388015,5818.245336981308,5359.047838726776,5220.455706935717,5344.0282484764,6590.691926896964,7071.7000509481495,6804.561047039945,7602.547181651844,6476.005744211594,6335.924941567356,7089.853198300287,7344.090796609673,7195.904854286426,7076.859696927726,5536.2546132903835,5987.4831018204895,5359.45785790524,19521.26384114216,19401.776432734347,19746.012025344495,22087.693669519318,18735.561678897473,16068.061216735161,14744.620775318572,15684.669107029837,14278.933611793325,12444.958320163852,14576.031147320855,11918.695345514807,12694.597288542043,11227.297340843374,9281.414257182003,9182.322956489807,8079.616053972731,7310.567430504751,6685.096088311622,6362.410176055473,5420.079933125762,5155.982647583654,5389.604657974937,4493.835016787582,6278.530563251883,5652.46468149862,5322.481985127275,5237.399949633605,5187.098584355077,6796.3797331692895,7391.528754284211,7581.146714829085,7586.200685863143,10672.122467048579,9110.924811484112,8369.241136524446,9313.545523859533,8875.98227043918,7986.370108234815,7718.436431443826,5921.529656449931,11580.994374882175,11571.807000661061,12083.63526440673,9200.238995515863,8885.461163945383,9123.316243302064,7788.639965009435,6205.782233285551,5710.366181186007,5343.737986531339,5703.918222588506,5814.1713403615295,7391.879885191357,7813.8590455457215,7648.799189403677,7903.997300874271
0-30-20-50,2795.3238028298533,2468.835993945075,1741.6564745960964,1716.1772475760802,1895.908768583014,2178.995101545272,1541.3348360885427,1317.5412535653356,1304.6338648856324,4026.5842954201416,4293.676556235364,3851.4602085076763,3258.3920642775383,3176.743957310943,3019.8135049176285,2270.140171595866,2084.3010534396585,1766.6826005426494,6034.337482759369,6561.40831488267,5868.836598347455,6093.5247855819825,5630.117875212045,4973.444417365938,4531.331002575063,4543.76334155738,4071.707460842507,7178.020684800173,7062.105400921223,6935.521422554603,6796.128189766575,6346.806603691766,5450.662456682554,5654.425035178497,4220.585714031737,5713.727319732958,5352.327548882114,5698.060998861329,5237.109785821413,4658.00215395662,4543.2820414782955,4592.572357424583,3347.3428595559894,2964.5742144589503,2991.260905402287,2822.2735661822617,2947.461794814641,3235.913143882402,3285.9105666068153,3391.8979926018847,4124.8067987796785,3172.7040400331316,3061.425966762118,2608.0452929845815,2633.5573348118123,2468.395054073654,2405.781790254641,1851.5360894823211,1775.0876959491814,1582.2210257727513,3961.4674784171434,4195.003726710507,3740.945606010536,3998.6813595615245,3893.538737755386,3303.776766940319,2802.262235216744,2618.5867576494,2606.12926366193,8697.666832729004,9250.199199630208,8956.405305691438,8585.600459566935,7615.715514197825,6350.46988113424,6140.417733984244,6114.399948653298,5278.716525355544,4405.055744557354,4171.987785552026,3856.9186058873142,4288.783379507064,4144.607636770163,3252.4191399833812,3155.742899028315,2556.211635665094,5428.517578301101,5163.599802347752,4940.11061435078,4397.4729860425305,4123.15766378462,3877.6059434126196,3716.4404955849504,6259.560796167437,5725.67367748799,5040.146075120764,4893.830359208235,4706.7093153786145,5975.528426827448,6417.726488087089,6265.95348426235,6683.379469160351,6175.531782505718,5860.840207488132,6421.900476901886,6588.553456728021,6311.056379464881,6110.430519387978,4595.401265522148,4971.746091478801,4502.803997069165,16740.071767008645,15694.47206810183,15545.23389418044,17358.93255558367,14731.711237291223,12580.49437490748,11616.536176093532,12435.26412494443,11241.68178396363,10513.800304148155,11919.069738125083,9501.7498914409,10282.189849387203,9397.885314429755,7654.211827047305,7498.393405853071,6564.400305468189,6585.585601264826,6210.410724926496,5916.70982920518,5021.795865268145,4637.387815894428,4884.668502279627,3998.9530812247176,6227.140171009573,5507.1219864273835,5137.035764036518,4905.346133776027,4478.27112435787,6243.1848366443755,6752.820656053705,6932.847002857761,6680.494924010815,8209.769703300799,6649.877613112892,6040.8943546726,6991.10567187886,6778.558847485124,6037.663694690604,5767.558453426195,4369.970103177729,10316.342752068345,10520.28977008819,10971.735142993724,8039.922314116297,7736.3579874663055,7884.029460622003,6788.944526012916,5910.455794257373,5447.153789649765,5024.089164472302,5276.331937188521,5057.314180586165,6879.793569298741,7260.7996591081865,7101.842740612366,6887.575457741071
0-60-30-10,2316.5886225272343,2070.0571127619282,1473.082518014943,1409.4927313501435,1498.4313252129261,1652.1745638273962,1219.0930612191066,1037.4286962328856,956.9695793022664,3645.8303311309805,3732.537629166829,3259.915097179083,2791.3791680430563,2678.508492387164,2506.210220251486,1915.939462738165,1764.9444698217828,1515.6501335020432,5070.936690273591,5080.681323206854,4256.065202867241,4249.855987184396,3947.1256627004004,3399.3856003288747,3276.4754137830428,3263.6925702410363,2983.2398267863646,6404.742028680088,5881.527947440136,5613.545198951736,5382.467404108705,5030.720605636863,4611.056105185981,4794.213902673511,3695.850225054534,4412.141982271321,4261.947968662819,4403.977342756549,4092.0329424450188,3560.130458943222,3432.694586303004,3352.0965461578435,2760.9109603287548,2489.6394451552,2624.6621513511504,2534.959273614251,2505.9340615378237,3072.5535589467268,3121.6989429415685,3197.787519463545,3880.8812496568585,2379.1999780290507,2250.65206358725,1942.418509309295,1924.834385423488,1793.5084954509316,1759.7161614654237,1375.3178746625274,1287.0349001820111,1078.8108775822125,3249.5281666142314,3275.493756043308,2700.437376473592,2886.65963560356,2788.535396689721,2349.3846405712475,1977.1818366313464,1882.9990274365111,1880.547513636718,8016.9598950879035,7781.694684872597,7215.095898589351,6903.985325829883,6326.236895262211,5088.659862050689,5181.614918005721,5136.621606363729,4373.669311737319,3965.9442077678145,3474.457566404307,3130.4363547799767,3460.579093562265,3345.711059477926,2712.4461757492,2594.734593634541,2096.061895468068,5474.412472436864,5277.0359106978085,4991.475913667636,4613.9341244413545,4169.496161150776,3892.9003668031396,3874.975642943113,5381.78202203273,5040.67248144091,4396.043934816198,4319.772633724061,4156.0546469280835,4883.910332410176,5377.052110751134,5279.87635442712,5517.164643109987,4404.133507375403,3986.0785280470895,3957.2172042893408,3980.197001284986,3764.440076213384,3758.7077791089573,2833.7043323073976,3045.621066741778,2819.1900596269243,12595.01141044125,10867.524469460655,10682.480882600072,11841.084287613561,10155.286887401408,8479.025481248189,8064.3948212149035,8652.659039065486,7630.523655655231,9185.28821066812,9878.274536361194,7849.681372438654,8412.82321904827,7664.33860816531,6484.452000346157,6434.81931236672,5553.652473332041,6855.483867350604,6355.554929077549,6061.342134763298,5256.09253228008,4665.189631703044,4790.774635074733,4172.162619403252,5828.885333912121,5139.205545123483,4828.053200685109,4636.002991600117,4176.354584182677,5312.469949241078,5659.778853503211,5789.112726247291,5579.541613051404,6498.055993789342,5151.498504002113,4601.773137534862,5180.132382855719,5190.624264845545,4731.853404189927,4371.8731971145935,3407.794117367841,9092.994904839283,8738.630794940165,9100.219475152742,6709.475334520823,6373.47536133467,6485.619171242858,5751.546321710456,5719.630213743681,5233.535116251507,4881.261350576975,5028.000902070862,4665.055696558189,6096.434660257115,6396.386275279023,6309.321902373851,6136.523974496701
10-50-10-30,1697.3808735271707,1471.867815706411,1016.7393738487135,967.7246476290416,1018.0320782024934,1075.3315432210998,778.215304506011,656.5078081596357,595.7230374728153,2683.3313749311224,2667.9688532979426,2252.4126441927265,1919.7558433365712,1836.896331167697,1692.8013833948323,1286.6079062359622,1189.6487847906124,985.1523275747305,4065.5064136520878,4021.414315541949,3310.811427240896,3279.2203629256396,3026.545644941859,2544.5640402582453,2411.2061424368567,2394.3671664673066,2119.3426692580747,4772.134267528677,4287.324264377234,4091.4020470035093,3907.087686434805,3580.9209570499524,3205.002333749372,3293.5011394531007,2503.5462173721003,3544.574217093385,3387.865450938238,3460.249007292481,3194.956747308484,2771.0398050900094,2639.9785577741327,2519.311677622693,2351.9496784899275,2076.484897611339,2156.573233268986,2084.7281194305137,2068.7189383426967,2555.3062706951864,2564.7529452135445,2617.0061216831364,3154.8111694633903,1550.8737763969434,1420.4502272619313,1183.1293476278727,1154.97776595854,1071.3372785241402,1026.7533644740265,792.8839437858112,733.3536172827019,618.9626773723568,2492.419611432798,2420.36876972317,1971.0029891408537,2057.7173523562246,1968.2530568275797,1612.0117292645295,1353.705110825729,1282.039948256452,1235.1952196460616,6527.096043453538,6196.796558917354,5553.455306717604,5235.394448386276,4706.832145221003,3691.49266730864,3646.5877097382254,3605.7375437434116,3023.4049243479994,3233.8037263815627,2784.45353756076,2512.1643253145517,2714.6120776475423,2493.797540736548,2001.8488695576,1909.571159951957,1510.1387301483846,4498.054227813519,4284.821000375774,3987.810818433385,3575.9018968598402,3239.703635408083,2990.333786743554,2906.1161452145884,4554.3519441161825,4162.8191654820785,3672.272491694395,3591.388882354402,3485.2372930422957,4260.077641166114,4639.159542555451,4498.040408341566,4724.963648639187,2940.4514477979114,2564.2769180462483,2479.787741959993,2472.9134672358123,2334.732354449596,2259.816260291053,1710.2170893626644,1817.3001521654994,1641.9924044730342,10478.36024265143,8694.232288447183,8211.899012250007,8940.648337786752,7587.789334994068,6180.08680394453,5761.460658385483,6100.451032114977,5301.406311840822,7630.193335448223,7983.509107693593,6345.329576728946,6656.4698523611605,5827.647345753747,4867.91220127938,4785.152618742884,4046.9808234313173,5591.317749064563,5054.172602088269,4761.074743209592,4051.228403682112,3614.806252831678,3655.3398888056263,3135.2604377395446,4930.316038171645,4302.635054993731,3993.863089689178,3850.8763906350837,3535.114076292297,4717.548135300369,4982.329792357146,5059.405214939916,4886.465110688069,5463.534881939569,4016.9639625406203,3551.8410754846773,3875.8672263614826,3747.199753987057,3371.6170993914093,3107.383808839531,2428.2008703374677,7327.887064031994,6852.3125815124995,7038.806909538083,5180.077712741586,4862.484301120908,4900.180375674439,4268.066842422717,4935.383244330218,4432.4269286257495,4082.489023807904,4206.254260026676,3953.5960205926785,5351.222827742553,5545.017067976903,5436.263360663663,5370.230095845373
