date,signal,price,stop_loss,tp,ticker,net_profit
2018-01-03 15:00:00.000,Long,1,0.9512988579054276,0,5,-0.04870114209457245
2018-01-03 17:00:00.000,Long,1,0.9652508694990652,1,5,0.0017374565250467358
2018-01-06 15:00:00.000,Short,1,1.03817930503332,1,3,0.001908965251665994
2018-01-07 08:00:00.000,Short,1,1.0222892575833753,0,2,-0.022289257583375386
2018-01-11 12:00:00.000,Short,1,1.0287644851198314,4,7,0.07047298854358715
2018-01-12 18:00:00.000,Long,1,0.9634718726617236,0,6,-0.03652812733827638
2018-01-13 16:00:00.000,Long,1,0.9716112851439533,0,5,-0.028388714856046618
2018-01-15 00:00:00.000,Short,1,1.0274962742175857,4,6,0.06736587183308522
2018-01-15 04:00:00.000,Short,1,1.0428736964078795,4,1,0.10504055619930483
2018-01-18 14:00:00.000,Long,1,0.9616001025706776,4,1,0.09407974870183967
2018-01-18 18:00:00.000,Long,1,0.9616103768444222,4,1,0.09405457673116577
2018-01-19 01:00:00.000,Long,1,0.9720077427680396,4,1,0.0685810302183031
2018-01-19 18:00:00.000,Long,1,0.9641931209310364,4,7,0.08772685371896084
2018-01-20 12:00:00.000,Short,1,1.0226464293757582,1,3,0.0011323214687879066
2018-01-20 18:00:00.000,Short,1,1.0243277848911654,2,2,0.003649167733674802
2018-01-21 16:00:00.000,Short,1,1.0295087511625942,2,6,0.004426312674389121
2018-01-21 22:00:00.000,Short,1,1.0313399966118924,2,6,0.00470099949178385
2018-01-22 07:00:00.000,Short,1,1.0342176086120722,1,2,0.001710880430603614
2018-01-23 04:00:00.000,Short,1,1.0166666666666664,2,2,0.0024999999999999515
2018-01-23 18:00:00.000,Short,1,1.0174418604651163,1,2,0.0008720930232558154
2018-01-24 03:00:00.000,Short,1,1.0208138938625912,1,1,0.0010406946931295646
2018-01-25 08:00:00.000,Long,1,0.979029795608512,2,3,0.003145530658723201
2018-01-25 12:00:00.000,Long,1,0.984009840098401,0,2,-0.015990159901599073
2018-01-25 15:00:00.000,Short,1,1.0356253881682587,1,4,0.0017812694084129298
2018-01-25 18:00:00.000,Long,1,0.9634631030645358,0,7,-0.036536896935464205
2018-01-25 18:00:00.000,Short,1,1.0349770564665437,1,4,0.0017488528233271822
2018-01-26 04:00:00.000,Long,1,0.9677797305213826,1,1,0.0016110134739308751
2018-01-26 12:00:00.000,Short,1,1.0446782851546015,1,4,0.0022339142577300695
2018-01-26 13:00:00.000,Short,1,1.042623250708863,0,5,-0.042623250708863074
2018-01-26 15:00:00.000,Short,1,1.0375935515482242,0,7,-0.03759355154822419
2018-01-27 02:00:00.000,Long,1,0.9722984366999851,2,3,0.004155234495002249
2018-01-27 08:00:00.000,Long,1,0.9821442446658066,0,1,-0.017855755334193334
2018-01-28 14:00:00.000,Short,1,1.0143952140587025,1,2,0.0007197607029351292
2018-01-28 19:00:00.000,Short,1,1.0201165632637712,2,2,0.0030174844895656935
2018-01-29 01:00:00.000,Short,1,1.0242723244436394,1,1,0.0012136162221819638
2018-01-29 12:00:00.000,Long,1,0.9818580192813322,0,6,-0.018141980718667825
2018-01-29 18:00:00.000,Short,1,1.016015252621544,4,2,0.03923736892278291
2018-01-30 00:00:00.000,Long,1,0.9683257910814623,1,3,0.0015837104459268852
